id,english,arabic,french,german,vt,uatv,has_image,uri
61167,banner,لافِتَة,bannière,Banner,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61167
61168,bar,شَرِيط,barre,Strich,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61168
61169,barcode,شَفْرَةٌ قَضِيبِيَّة,code à barres,Strichcode,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61169
61170,batch processing,مُعَالَجَةٌ بِالدُّفْعَات,traitement par lots,Stapelverarbeitung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61170
61171,baud,بُود,baud,Baud,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61171
61172,because it's time to network (Bitnet),شَبَكَةُ بِيتْنِيت,bitnet (parce qu'il est temps de passer au réseau),Because It's Time To Network (BITNET),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61172
61173,beep,رَنَّة,bip,Signalton,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61173
61174,bell,نِدَاء,appel,Glocke,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61174
61175,benchmark test,فَحْص ُ الأدَاء,test de performance,Benchmarktest,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61175
61176,bibliographic data base,قاعِدَة مُعْطَيات,base de données bibliographiques,bibliografische Datenbank,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61176
61177,bidirectional,ثُنَائِيُّ الاتجَِّاه,bidirectionnel,bidirektional,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61177
61178,bit,بِتّ,bit,Bit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61178
61182,bitmap,مَصْفُوفَةُ بِتَّات,bitmap,Bitmap,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61182
61179,bit per inch,بِتٌّ فِي الْبُوصَة,bit par pouce,Bit pro Zoll,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61179
61180,bit per second,بِتٌّ فِي الثَّانِيَّة,bit par seconde,Bit pro Sekunde,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61180
61181,bit rate,سُرْعَةُ بِتَّات,débit en bits,Bitrate,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61181
61183,blank,مَحْو,effacer,leer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61183
61184,blank character,مِحْرَفُ بَيَاض,caractère blanc,Leerzeichen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61184
61185,blind carbon copy (BCC),نُسْخَةٌ كَرْبُونِيَّة خَفِيَّة,envoi en BCC,Blind Carbon Copy (BCC),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61185
61186,blind search,بَحْثٌ أَعْمَى,recherche aveugle,Blindsuche,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61186
61187,blink,وَمَضَان,clignoter,blinken,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61187
61188,blinking cursor,مُنْزَلِقَة وَامِضَة,curseur clignotant,blinkender Cursor,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61188
61189,block,كُتْلَة,bloc,Block,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61189
61190,blue book,كِتَابٌ أَزْرَق,livre bleu,Bluebook,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61190
61191,board,لَوْحَةٌ,tableau,Platine,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61191
61192,bold,دَاكِن,gras,fett,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61192
61193,bold face,مِحْرَفٌ دَاكِن,caractère gras,Fettdruck,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61193
61194,bookmark,مُؤَشِّرَة,signet,Lesezeichen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61194
61195,boolean,بُولِياني,booléen,boolesch,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61195
61196,boolean add,جَمْع بُولِياني,addition booléenne,boolesche Addition,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61196
61197,boolean algebra,جَبْرٌ بُولِياني ٌّ,algèbre booléenne,boolesche Algebra,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61197
61198,boot,شُرُوع,amorcer,booten,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61198
61199,boot diskette,قُرَيْصُ الشُّرُوع,disquette d'amorçage,Bootdiskette,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61199
61200,boot sector,قِطَاعُ الشُّرُوع,secteur d’amorçage,Bootsektor,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61200
61203,bootstrap,شُرُوع,amorcer,Bootstrap,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61203
61204,bootstrap loader,مُحَمِّل الشُّرُوع,chargeur amorce,Bootstrap-Ladeprogramm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61204
61201,boot virus,فَيْرُوسُ الشُّرُوع,virus de boot,Bootvirus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61201
61202,boot virus,فَيْرُوسُ الإطْلاق,virus de boot,Bootvirus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61202
61205,box,عُلْبَة,boîte,Kasten,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61205
61206,braces,لامَّتَان,accolades,Klammern,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61206
61207,break,إِشَارَةُ انْقِطَاع,signal d'interruption,unterbrechen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61207
61208,breakdown,عَطَل,panne,Aufgliederung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61208
61209,bridge,جِسْر,pont,Brücke,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61209
61210,browse,تَصَفُّح,passer en revue,durchsuchen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61210
61211,browser,مُتَصَفِّح,navigateur,Browser,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61211
61212,bug,عَيْب,bogue,Fehler,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61212
61213,bug shooting,بَحْث عَن الْعُيُوب,recherche d'erreurs,Fehlersuche,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61213
61214,built-in,مُدْمَج,incorporé,integriert,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61214
61215,bulletin board system (BBS),لَوْحَةُ عَرْض المَعْلُومَات,tableau d'affichage télématique ( BBS),Bulletin Board System (BBS),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61215
61216,bureautical computer,حَاسُوبُ مَكْتَب,ordinateur de bureau,Bürocomputer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61216
61218,business data processing,مَعْلُومِيَّاتُ إدَارَة الأعْمَال,informatique de gestion,Geschäftsdatenverarbeitung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61218
61219,business user,مُسْتَعْمِلٌ مِهْنِيّ,utilisateur professionnel,Geschäftsbenutzer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61219
61217,bus network,شَبَكَةٌ نَاقِلَة,réseau de type bus,Busnetzwerk,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61217
61220,busy,مَشْغُول,en service,belegt,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61220
61221,byte,بَايْت,octet,Byte,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61221
61222,c:,c:,c:,c:,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61222
61223,cable,حَبْل,câble,Kabel,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61223
61224,cablecos,مُقَاوَلةُ تَحْبِيل,câblo-opérateurs,Kabelnetzbetreiber,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61224
61225,cabling,تَحْبِيل,câblage,Verkabelung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61225
61226,cache memory,ذَاكِرَةٌ وَسِيطَة,mémoire cache,Cachespeicher,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61226
61227,call,نِدَاء,appel,aufrufen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61227
61228,cancel,إِلْغَاء,annuler,abbrechen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61228
61229,capacity,وُسْعٌ,capacité,Kapazität,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61229
61230,capture,اِلْتِقَاط,saisie,aufzeichnen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61230
61231,card,بِطَاقَةٌ,carte,Karte,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61231
61232,cardeware,كَارْدْوِير,cardeware,Cardware,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61232
61233,carriage return,رُجُوع العَرَبة,retour chariot,Wagenrücklauf,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61233
61234,carrier,حَامِلَة,porteuse,Netzbetreiber,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61234
61235,cartridge,خَرْطُوشَة,cartouche,Kassette,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61235
61236,catalog,فِهْرِس,catalogue,Katalog,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61236
61237,catenation,تَسَلْسُل,enchaînement,Verkettung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61237
61238,cathode ray tube (CRT),أُنْبُوب أشِِعَّة مَهْبَطِيََّة,tube cathodique,Kathodenstrahlröhre (CRT),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61238
61239,central control unit,وَحْدَة التّحَكُّم المَرْكَزِيَّة,unité centrale de commande,Hauptkontrolleinheit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61239
61240,central processing unit (CPU),وَحْدة مُعَالَجَة مَرْكَزِيَّةٌ,unité centrale de traitement (CPU),Zentralprozessor (CPU),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61240
61241,central unit,وَحْدَةٌ مَرْكَزِيَّة,unité centrale,Zentraleinheit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61241
61242,chain,سِلْسِلَة,chaîne,Kette,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61242
61243,chaining search,بَحْثٌ سَلْسَلِيّ,recherche en chaîne,verkettete Suche,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61243
61244,channel,قَنَاة,canal,Kanal,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61244
61245,character,مِحْرَف,caractère,Zeichen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61245
61246,character recognition,تَعَرُّفٌ عَلَى الْمَحَارِف,reconnaissance de caractère,Zeichenerkennung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61246
61247,character set,مَجْمُوعةُُ مَحَارِف,jeu de caractères,Zeichensatz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61247
61248,character string,سِلْسِلَةُ مَحَارِف,chaîne de caractères,Zeichenfolge,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61248
61249,chat,مُحَادَثَة,bavardage,Chat,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61249
61250,chat group,مَجْموعَة دَرْدَشَة,groupe de bavardage,Chatgruppe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61250
61251,click,نَقْرَة,click,Klick,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61251
61252,click stream,تَيَّارُ النَّقَرَات,flux des clicks,Clickstream,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61252
61253,client,زَبُون,client,Client,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61253
61254,clip art,صُورًةٌ إِلِكْتْرُونِيَّة,image électronique,Clipart,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61254
61255,clock,وَقَّاتَة,horloge,Takt,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61255
61256,coaxial cable,حَبْلٌ مُتَّحِدُ الْمِحْوَر,câble coaxial,Koaxialkabel,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61256
61257,code,شَفْرَةٌ,code,Code,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61257
61258,code conversion,تَحْوِيلُ شَفْرَة,transcodage,Codekonvertierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61258
61260,coder,مُشْفِرٌ,codeur,Kodierer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61260
61259,code translation,تَرْجَمَة شَفْرَة,traduction de codes,Codeumwandlung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61259
61261,codification,تَشْفِير,codification,Kodierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61261
61262,coding,إِشْفَار,codage,Kodierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61262
61263,collating,دَمْج,fusionnement,Zusammenführung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61263
61264,color palette,لَوْحَةُ ألْوَان,palette de couleurs,Farbpalette,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61264
61265,color printer,طَابِعَةٌ بِالألْوَان,imprimante couleur,Farbdrucker,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61265
61266,color scanner,مِفْراسٌ بِالألْوَان,scanner couleur,Farbscanner,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61266
61267,colors reduction,تَقْلِيصُ الأَلْوَان,réduction des couleurs,Farbreduktion,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61267
61268,column,عَمُود,colonne,Spalte,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61268
61269,comma,فَاصِلَة,virgule,Komma,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61269
61270,command,آمِرَة,commande,Befehl,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61270
61271,command menu,قَائِمَةُ الآمِرَات,menu de commandes,Befehlsmenü,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61271
61272,command structure,بِنْيَةُ آمِرَة,structure de commande,Befehlsstruktur,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61272
61273,common gateway interface (CGI),وَجِيهَةُ الْمَعْبَر العَامّة,interface commune de passerelle,Common Gateway Interface (CGI),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61273
