term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sr,sv,zh
441-17-34,clearance between open contacts,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-34,مسافة العزل بين ملامسات مفتوحة,"Schaltstrecke (eines mechanischen Schaltgeräts), f",clearance between open contacts,distancia de aislamiento entre contactos abiertos,avausväli,"distance d'isolement entre contacts ouverts, f",distanza d'isolamento tra i contatti aperti,開接点間絶縁距離,개방 접점간 이격 거리,салсан контактууд хоорондын клиренс зайсалсан контактууд хоорондын агаарын тусгаарлах зай,klaring mellom opne kontaktar,przerwa biegunowa,distância de isolamento entre contactos abertos,"ваздушни размак отворених контаката, м јд",luftavstånd mellan öppna kontakter,断开触头间的电气间隙
441-17-35,isolating distance (of a pole of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-35,مسافة العزل (لقطب جهاز فصل ووصل ميكانيكي),"Trennstrecke (eines Pols eines mechanischen Schaltgeräts), f",isolating distance (of a pole of a mechanical switching device),distancia de seccionamiento (de un polo de un aparato mecánico de conexión),erotusväli,distance de sectionnement d'un pôle (d'un appareil mécanique de connexion) f,distanza di sezionamento di un polo,断路距離,"단로 거리, <기계 개폐장치 극>","тусгаарлагч зай, <механик таслах, залгах төхөөрөмжийн нэг туйлын>",klaring (for eit mekanisk koblingsapparat),przerwa biegunowa bezpieczna (bieguna łącznika mechanizmowego),distância de seccionamento de um pólo (de um aparelho mecânico de conexão),"раставни размак, <пола механичког расклопног апарата> м јд",frånskiljningsavstånd,"隔离断口, <机械开关装置一个极的>"
441-17-36,opening time (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-36,زمن الفتح (لجهاز فصل ووصل ميكانيكي),"Ausschalteigenzeit (eines mechanischen Schaltgeräts), fÖffnungszeit (eines mechanischen Schaltgeräts), f",opening time (of a mechanical switching device),tiempo de apertura (de un aparato mecánico de conexión),avautumisaika,durée d'ouverture (d'un appareil mécanique de connexion) f,durata di apertura,開離時間,"개극 시간, <기계 개폐장치>","салах хугацаа, <механик таслах, залгах төхөөрөмжийн>",opningstid,czas własny otwierania (łącznika mechanizmowego),tempo de abertura (de um aparelho mecânico de conexão),"трајање отварања , <механичког расклопног апарата> с јд",öppningstid,"分闸时间, <机械开关装置的>"
441-17-37,arcing time (of a pole or a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-37,زمن الشرارة لفطب,"Lichtbogenzeit (eines Pols oder einer Sicherung), f",arcing time (of a pole or a fuse),tiempo de arco (de un polo o de un fusible),valokaariaikanavan tai sulakkeen valokaariaika,durée d'arc (d'un pôle ou d'un fusible) f,durata d'arco,アーク時間,"아킹 시간, <극 또는 퓨즈>","нумын үргэлжлэх хугацаа, <туйл эсвэл хайламтгай гал хамгаалагчийн>",lysbogetid (for ein pol eller sikring),czas łukowy wyłączeniowy (bieguna łącznika lub bezpiecznika),tempo de arco (de um pólo ou de um fusível),"трајање лука , <једног пола или осигурача> с јд",ljusbågstid för en pol,"燃弧时间, <一个极或熔断器的>"
441-17-38,arcing time (of a multipole switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-38,مدة الشرارة لجهاز وصل وفصل متعدد الأقطاب,"Lichtbogenzeit (eines mehrpoligen Schaltgeräts), f",arcing time (of a multipole switching device),tiempo de arco (de un aparato de conexión multipolar)tiempo de arco de un aparato de conexión multipolar,moninapaisen kytkinlaitteen valokaariaikavalokaariaika,durée d'arc (d'un appareil de connexion multipolaire) f,durata d'arco,アーク時間,"아킹 시간, <다중극 개폐장치>","нумын үргэлжлэх хугацаа, <олон туйлт таслах, залгах төхөөрөмжийн>",lysbogetid for fleirpola vern,czas łukowy wyłączeniowy (łącznika wielobiegunowego),tempo de arco (de um aparelho de conexão multipolar),"трајање лука , <вишеполног расклопног апарата> с јд",ljusbågstid för flerpolig elkopplare,"燃弧时间, <多极开关装置的>"
441-17-39,break-time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-39,مدة  زمن الفصل,"Ausschaltzeit, f",break-time,tiempo de corte,katkaisuaika,"durée de coupure, f",durata d'interruzione,遮断時間,차단 시간,таслах хугацаа,brytetid,czas wyłączania,tempo de corte,"трајање прекидања, с јд",bryttid,开断时间
441-17-40,make-time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-40,مدة  زمن الوصل,"Einschaltzeit, f",make-time,tiempo de establecimiento,sulkemisaika,"durée d'établissement, f",durata di stabilimento,投入時間,투입 시간,залгах хугацаа,sluttetid,czas załączania,tempo de estabelecimento,"трајање укључења, с јд",sluttid,关合时间
441-17-41,closing time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-41,مدة  زمن الغلق,"Einschalteigenzeit, fSchließzeit, f",closing time,tiempo de cierre,koskettimien sulkeutumisaika,"durée de fermeture, f",durata di chiusura,閉路時間,폐로 시간,нийлэх хугацаа,lukketid,czas zamykania,tempo de fecho,"трајање затварања, с јд",tillslagstid,合闸时间
441-17-42,close-open time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-42,مدة زمن الفتح والغلق,"Ein-Aus-Kontaktzeit, f",close-open time,tiempo de cierre-apertura,kiinni-aukiaika,"durée de fermeture-ouverture, f",durata di chiusura-apertura,閉路開路時間,개폐 시간,нийлж салах хугацаазалгах-салгах хугацаа,lukke-opne-tid,czas zamykania-otwierania,tempo de fecho-abertura,"трајање затварања–отварања, с јд",till-fråntid,合-分时间
441-17-43,make-break time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-43,مدة زمن الوصل والفصل,"Ein-Aus-Stromflussdauer, f",make-break time,tiempo de establecimiento-corte,sulkemis-katkaisuaika,"durée d'établissement-coupure, f",durata di stabilimento-interruzione,投入遮断時間,개폐 시간,залгах-таслах хугацаа,slutte-bryte-tid,czas załączania-wyłączania,tempo de estabelecimento-corte,"трајање укључења–прекидања, с јд",slut-bryttid,关合-开断时间
441-17-44,dead time (during auto-reclosing),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-44,زمن ميت أثناء اعادة الغلق الآلي,"Pausenzeit (beim selbsttätigen Wiederschließen), f",dead time (during auto-reclosing),tiempo muerto (de un reenganche automático),virraton väliaika,durée de coupure-établissement (d'une refermeture automatique) f,intervallo di attesa,むだ時間,"불감시간, <자동 재폐로>부동시간, <자동 재폐로>데드 타임, <자동 재폐로>","ачаалалгүй хугацаа, <автоматаар дахин залгах үед>",spenningslaus interval,czas bezprądowy (przy samoczynnym ponownym zamykaniu),tempo de corte-estabelecido (de uma religação automática),"беструјна пауза , <код аутоматског поновног укључења> ж јд",strömlöst intervall,"无电流时间, <自动重合闸中的>"
441-17-45,re-ignition (of an AC mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-45,اعادة الاشعال لجهاز وصل وفصل ميكانيكي ذو تيار متردد,"Wiederzündung (eines Wechselstromschalters), f",re-ignition (of an AC mechanical switching device),reencendido (de un aparato mecánico de conexión en corriente alterna),uudelleensyttyminen,réallumage (d'un appareil mécanique de connexion à courant alternatif) m,riaccensione,再発弧,"재점호, <교류 기계 개폐장치>","дахин асаалт, <хувьсах гүйдлийн механик таслах, залгах төхөөрөмжийн>",gjentenning,zapłon ponowny łuku wczesny (w łączniku mechanizmowym prądu przemiennego)zapłon ponowny wczesny,reignição (de um aparelho mecânico de conexão em corrente alterna),"поновно паљење , <механичког расклопног апарата за наизменичну струју> с јд",nytändning,"重燃, <交流机械开关装置的>"
441-17-46,restrike (of an AC mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-46,اعادة القدح لجهاز وصل وفصل ميكانيكي ذو تيار متردد  (مباشرة بعد قطع الدائرة),"Rückzündung (eines mechanischen Wechselstromschalters), f",restrike (of an AC mechanical switching device),recebado (de un aparato mecánico de conexión en corriente alterna),jälleensyttyminen,réamorçage (d'un appareil mécanique de connexion à courant alternatif) m,riadescamento,再点弧,"재점호, <교류 기계 개폐장치>","дахин үргэлжлэх гүйдэл, <хувьсах гүйдлийн механик таслах, залгах төхөөрөмжийн>",tilbaketenning,zapłon ponowny łuku późny (w łączniku mechanizmowym prądu przemiennego) zapłon ponowny późny,reescorvamento (de um aparelho mecânico de conexão em corrente alterna),"поновни прескок, <механичког расклопног апарата> м јд",återtändning,"重击穿, <交流机械开关装置的>"
441-18-01,fuse,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-01,مصهر,"Sicherung, f",fuse,fusible (aparato de conexión),varoke,"fusible, mcoupe-circuit à fusibles, m",fusibile,ヒューズ,퓨즈,хайламтгай гал хамгаалагч,sikring,bezpiecznik topikowy,fusívelcortacircuitos fusível,"топљиви осигурач , м јдосигурач, м јд",säkring,熔断器
441-18-02,fuse-base,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-02,قاعدة المصهر,"Sicherungsunterteil, n",fuse-basefuse-mount,base,varokealustavarokepesä,"socle, m",base (del fusibile),ヒューズベース,퓨즈 기반,хайламтгай гал хамгаалагчийн суурь,sikringssokkel,podstawa bezpiecznikowa,base,"основа, <осигурача> ж јд",säkringssockel,熔断器底座
441-18-03,fuse-base contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-03,ملامس قاعدة المصهر,"Kontaktstück eines Sicherungsunterteils, n",fuse-base contact,contacto de una base,varkealustan kosketinvarokepesän kosketin,"contact d'un socle, m",contatto della base (del fusibile),ヒューズベース接点,퓨즈 기반 접점,хайламтгай гал хамгаалагчийн суурийн контакт,sikringssokkelkontakt,styk podstawy bezpiecznikowej,contacto de uma base,"контакт основе, м јд",säkringssockelkontakt,熔断器底座触头
441-18-04,fuse-link contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-04,ملامس وصلة المصهر,"Kontaktstück eines Sicherungseinsatzes, n",fuse-link contact,contacto de un fusible,sulakkeen kosketin,"contact d'un élément de remplacement, m",contatto della cartuccia,ヒューズリンク接点,퓨즈 연결 접점,хайламтгай тавьцын контакт,sikringspatronkontakt,styk wkładki topikowej,contacto de um elemento de substituição,"контакт топљивог уметка, м јд",säkringspatronkontakt,熔断器触头
441-18-05,fuse-carrier contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-05,ملامس حامل المصهر,"Kontaktstück eines Sicherungseinsatzträgers, n",fuse-carrier contact,contacto de un portafusible,varokekannen kosketin,"contact d'un porte-élément de remplacement, m",contatto del portacartuccia,ヒューズキャリヤ接点,퓨즈 반송 접점,хайламтгай тавьц тогтоогчийн контакт,sikringspatronhaldarkontakt,styk główki bezpiecznikowej,contacto de um porta-fusível,"контакт носача топљивог уметка, м јд",säkringspatronbärarkontakt,载熔件触头
441-18-06,isolating distance (for a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-06,مسافة العزل,"Trennstrecke (einer Sicherung), f",isolating distance (for a fuse),distancia de seccionamiento (para un fusible),erotusväli,distance de sectionnement (pour un fusible) f,distanza di isolamento,断路距離,"절연 거리, <퓨즈>단로 거리, <퓨즈>이격 거리, <퓨즈>","тусгаарлагч зай, <хайламтгай гал хамгаалагчийн хувьд>",klaring (for sikring),przerwa izolacyjna (bezpiecznika),distância de seccionamento (para um fusível),"раставни размак , <осигурача> м јд",frånskiljningsavstånd,"隔离距离, <熔断器>"
441-18-07,drop-out fuse,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-07,مصهر القطع,"Ausfall-Sicherung, f",drop-out fuse,fusible de apertura automática,päästövaroke,"fusible à ouverture automatique, m",fusibile autosezionatore,ドロップアウトヒューズ,드롭아웃 퓨즈,салж тогтдог хайламтгай гал хамгаалагч,utfallssikring,bezpiecznik o bezpiecznej przerwie izolacyjnej,fusível de abertura automática,"самораставни осигурач, м јд",utfallssäkring o,跳开式熔断器
441-18-08,fuse-element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-08,عنصر المصهر,"Schmelzleiter, m",fuse-element,elemento fusible,sulakelankasulakeliuska,"élément fusible, m",elemento fusibile,ヒューズエレメント,퓨즈 요소,хайламтгай элемент,smelteledd,topik,elemento fusível,"топљиви елемент, м јд",smältledare,熔体
441-18-09,fuse-link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-09,وصلة مصهر,"Sicherungseinsatz, m",fuse-link,fusible (elemento de reemplazamiento),sulake,"élément de remplacement, m",cartuccia; elemento sostituibile del fusibile,ヒューズリンク接点,퓨즈 연결,хайламтгай тавьц,sikringspatron,wkładka topikowa,elemento de substituição,"топљиви уметак, м јд",säkringsPiitron,熔断器
441-18-10,current-limiting fuse-link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-10,وصلة مصهر بتيار محدود,"strombegrenzender Sicherungseinsatz, m",current-limiting fuse-link,fusible limitador de corrientefusible limitador de intensidad,virtaarajoittava sulake,"élément de remplacement limiteur de courant, m",cartuccia limitatrice di corrente; elemento sostituibile limitatore di corrente,限流ヒューズリンク,한류 퓨즈 링크,гүйдэл хязгаарладаг хайламтгай тавьц,straumavgrensande sikringspatron,wkładka topikowa ograniczająca,elemento de substituição limitador de corrente,"топљиви уметак за ограничавање струје, м јд",strömbegränsande säkringspatron,限流熔断器
441-18-11,expulsion fuse,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-11,مصهر طرد,"Ausblas-Sicherung, f",expulsion fuse,fusible de expulsión,puhallusvaroke,"fusible à expulsion, m",fusibile a espulsione,放出ヒューズ,방출 퓨즈,хийн даралтат хайламтгай гал хамгаалагч,sikring med gassutblåsing,bezpiecznik gazowy dmuchowy,fusível de explosão,"издувни осигурач, м јд",gasavgivande säkring,排出式熔断器
441-18-12,enclosed fuse-link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-12,وصلة مصهر مغلقة,"geschlossener Sicherungseinsatz, m",enclosed fuse-link,fusible de fusión cerrada,umpisulake,"élément de remplacement à fusion enfermée, m",cartuccia a fusione chiusa; elemento sostituibile chiuso,包装ヒューズ リンク,밀폐 퓨즈 연결,хаалттай хайламтгай тавьц,kapsla sikringspatron,wkładka topikowa zamknięta,elemento de substituição de fusão em câmara fechada,"затворени топљиви уметак, м јд",sluten säkringspatron,封闭式熔断器
441-18-13,fuse-carrier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-13,حامل مصهر,"Sicherungseinsatzträger, m",fuse-carrier,portafusible,varokekansi,"porte-élément de remplacement, m",portacartuccia; porta fusibile,ヒューズキャリア,퓨즈 반송자,хайламтгай тавьц тогтоогч,sikringspatronhaldar,główka bezpiecznikowaosłona wkładki topikowej,porta-fusível,"носач топљивог уметка, м јд",säkringspatronbärare,载熔件
441-18-14,fuse-holder,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-14,ماسك مصهر,"Sicherungshalter, m",fuse-holder,conjunto portador,varokepidin,"ensemble-porteur, m",supporto del fusibile,ヒューズホルダ,퓨즈대,хайламтгай гал хамгаалагч тогтоогч,sikringshaldarbase,podstawa bezpiecznikowa z osłoną,conjunto de suporte,"држач осигурача, м јд",säkringspatronhållare,熔断器支架
441-18-15,refill-unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-15,وحدة العبوة الجديدة,"Reparatursatz, m",refill-unit,recarga,korjaussarja,"recharge, f",unità di ricarica,補充ユニット交換ユニット,교체유닛,солих эд ангиуд,del som kan skiftast ut,komplet wymienny wkładki topikowej,recarga,"заменљиви делови, м мн",ersättningsenhet,替换件
441-18-16,renewable fuse-link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-16,وصلة مصهر متجددة,"instandsetzbarer Sicherungseinsatz, m",renewable fuse-link,fusibIe recargable,uudistettava sulake,"élément de remplacement rechargeable, m",elemento sostituibile,再生可能ヒューズリンク,재생 퓨즈 링크,сэргээгддэг хайламтгай тавьц,sikringspatron som kan reparerast,wkładka topikowa odnawialna,elemento de substituição recarregável,"обновљиви топљиви уметак, м јд",omladdningsbar säkringspatron,可更换熔断器
441-18-17,indicating device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-17,جهاز بيان,"Kennmelder, m",indicating deviceindicator,dispositivo indicadorindicador,ilmaisin,"dispositif indicateur, m",dispositivo indicatore,指示装置,지시장치,заагч хэрэгсэлзаагчиндикатор,indikeringsinnretning,wskaźnik zadziałania,dispositivo indicador,"показивач, <стања осигурача> м јд",indikeringsanordning,指示装置
441-18-18,striker,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-18,قادح,"Schlagstift, m",striker,percutor,laukaisin,"percuteur, m",percussore,ストライカ,스트라이커,мэдээлэгч,slagstift,wybijak (wkładki topikowej),percutor,"ударач, м јд",slagstift,撞击器
441-18-19,striker fuse,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-19,مصهر القادح,"Schlagstift-Sicherung, f",striker fuse,fusible percutor,laukaisimella varustettu varoke,"fusible à percuteur, m",fusibile a percussore,ストライカ式ヒューズ,스트라이커 퓨즈,мэдээлэгчтэй хайламтгай гал хамгаалагч,sikring med slagstift,bezpiecznik wybijakowy,fusível com percutor,"осигурач са ударачем, м јд",säkring med slagstift,撞击熔断器
441-18-20,indicating fuse,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-20,مصهر بيان,"Kennmelder-Sicherung, f",indicating fuse,fusibIe indicador,ilmaisimella varustettu varoke,"fusible à indicateur, m",fusibile a indicatore,指示ヒューズ,표시용 퓨즈,заагчтай хайламтгай гал хамгаалагч,sikring med indikeringsinnretning,bezpiecznik wskaźnikowy,fusível com indicador,"осигурач са показивачем, м јд",säkring med indikeringsanordning,指示熔断器
441-18-21,pre-arcing time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-21,زمن ما قبل الشرارة,"Schmelzzeit, fAnsprechzeit, f",pre-arcing timemelting time,tiempo de fusióntiempo de prearco,sulamisaika,"durée de préarc, fdurée de fusion, f",durata di prearco; durata di fusione,アーク前時間,아킹 전 시간,нум үүсэхийн өмнөх хугацаахайлах хугацаа,smeltetid,czas przedłukowy,tempo de pré-arcotempo de fusão,"трајање топљења, с јд",smälttid,弧前时间
441-18-22,operating time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-22,زمن التشغيل,"Gesamtausschaltzeit, f",operating timetotal clearing time,tiempo de funcionamiento,toiminta-aika,"durée de fonctionnement, f",durata di funzionamento,動作時間,작동 시간운전 시간,үйлдлийн хугацаатаслах нийт хугацаа,brytetid,czas wyłączania (bezpiecznika),tempo de funcionamento,"трајање деловања, с јдтрајање прекидања, с јд",bryttid,运行时间
441-18-23,I2t,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-23,حاصل ضرب مربع التيار *الزمن,"Joule-Integral, n",I2tJoule integral,I2tintegral de Joule (I2t),JouleintegraaliI2t-arvo,"I2tintégrale de Joule, f",I2t; integrale di Joule,I2t,I2t주울 적분,I2t Жоулийн интеграл,jouleintegral,całka Joule'aI2t,I2tintegral de Joule,"Џулов интеграл , м јдI2t",Joule-integralströmvärmeintegral,I2t
441-18-24,I2t characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-24,خاصية حاصل ضرب مربع التيار * الزمن,"Joule-Kennlinie, f",I2t characteristic,característica I2t,I2t-ominaiskäyrä,"caractéristique I2t, f",caratteristica I2t,I2t 特性,I2t 특성,I2t Жоулийн интегралын шинж чанар,I²t-karakteristikk,charakterystyka I2t,característica I2t,"карактеристика I2t, ж јд",I2t-karakteristik,I2t 特性
441-18-25,time-current zone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-25,منطقة التيار والزمن,"Zeit-Strom-Bereich, m",time-current zone,zona tiempo-corrientezona tiempo-intensidad,virta-aika alue,"zone temps-courant, f",zona tempo-corrente,時間電流ゾーン,시간-전류 대역,хугацаа-гүйдлийн бүс,straum/tid-område,strefa czasowo-prądowa,zona tempo-corrente,"подручје време–струја, с јд",tid-strömområde,时间-电流带
441-18-26,time-current zone limits,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-26,حدود منطقة التيار والزمن,"Zeit-Strom-Bereichsgrenzen, f, pl",time-current zone limits,Iímites de la zona tiempo-intensidadlímites de la zona tiempo-corriente,virta-aika alueen rajat,"limites de la zone temps-courant, f pl",limiti della zona tempo-corrente,時間電流ゾーン限界,시간 전류 대역 한계,хугацаа-гүйдлийн бүсийн хязгаар,straum/tid-områdegrense,granice strefy czasowo-prądowej,limites da zona tempo-corrente,"границе подручја време-струја, ж мн",tid-strömområdesgränser,时间-电流带限值
441-18-27,conventional non-fusing current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-27,تيار عدم الإنصهار التقليدى,"kleiner Prüfstrom, m",conventional non-fusing current,corriente convencional de no fusiónintensidad convencional de no fusión,kestorajavirta,"courant conventionnel de non-fusion, m",corrente convenzionale di non fusione,従来型非溶断電流,규약 불용단 전류,хэвшсэн хайлуулахгүй гүйдэл,holdestraumgrense (for en sikring) (også kalt nedre provingsstraum),prąd umowny niezadziałaniaprąd probierczy dolny,corrente convencional de não fusão,"конвенционална струја нетопљења, ж јд",gränshållström (för säkring),约定不熔断电流
441-18-28,conventional fusing current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-28,تيار الإنصهار التقليدى,"großer Prüfstrom, m",conventional fusing current,corriente convencional de fusiónintensidad convencional de fusión,sulamisrajavirta,"courant conventionnel de fusion, m",corrente convenzionale di fusione,従来型溶断電流,규약 용단 전류,хэвшсэн хайлуулах гүйдэл,utløsningsgrense (for sikring) (også kalt ovre prøvingsstraum),prąd umowny stopieniaprąd probierczy górny,corrente convencional de fusão,"конвенционална струја топљења, ж јд",gränsbrytström,约定熔断电流
441-18-29,minimum breaking current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-29,تيار الفصل الأدنى,"Mindestausschaltstrom, m",minimum breaking current,corriente mínima de corteintensidad mínima de corte,pienin katkaisuvirta,"courant minimal de coupure, m",corrente minima di interruzione,最小遮断電流,최소 차단 전류,хамгийн бага таслах гүйдэл,minste brytestraum,prąd wyłączalny najmniejszy,corrente mínima de corte,"најмања струја прекидања, ж јд",lägsta brytström,最小开断电流
441-18-30,arc voltage (of a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-30,جهد الشرارة,"Lichtbogenspannung (einer Sicherung), f",arc voltage (of a fuse),tensión de arco (de un fusible),valokaarijännite,tension d'arc (d'un fusible) f,tensione d'arco,アーク電圧,"아크 전압, <퓨즈>","нумын хүчдэл, <хайламтгай гал хамгаалагчийн>",lysbogespenning (for sikring),napięcie łuku (bezpiecznika),tensão de arco (de um fusível),"напон лука , <осигурача> м јд",ljusbågsspänning,"电弧电压, <熔断器的>"
441-18-31,switching voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-31,جهد الفصل والوصل,"Schaltspannung, f",switching voltage,tensión de corte,katkaisujännite,"tension de coupure, f",tensione di interruzione,動作過電圧,개폐 전압동작 과전압,таслах хүчдэл,koplingsspenning,napięcie wyłączeniowe,tensão de corte,"напон прекидања, м јд",brytspänning,开关电压
441-18-32,overload characteristics (of a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-32,خصائص زيادة الحمل,"Überlastcharakteristik (einer Sicherung), f",overload characteristics (of a fuse),característica de sobrecarga (de un fusible),ylikuormitusominaisuudet,caractéristique de surcharge (d'un fusible) f,caratteristica di sovraccarico,過負荷特性,"과부하 특성, <퓨즈>","хэт ачааллын тодорхойломж, <хайламтгай гал хамгаалагчийн>",overlastkarakteristikk (for ein sikring),charakterystyka przeciążeniowa (bezpiecznika),características de sobrecarga (de um fusível),"карактеристика преоптерећења , <осигурача> ж јд",överbelastningskarakteristik,"过载特性, <熔断器的>"
441-18-33,non-interchangeability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-33,عدم المبادلة,"Unverwechselbarkeit, f",non-interchangeability,inintercambiabilidadno intercambiabilidad,vaihtokelvottomuus,"non-interchangeabilité, f",non intercambiabilità,非互換性,비호환성,харилцан солигдох боломжгүй байдал,det å ikkje vere ombytteleg,niezmienialność,não intermutabilidade,"незаменљивост, ж јд",oförväxelbarhet,无互换性
441-18-34,homogeneous series (of fuse-links),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-34,تسلسل متجانس,"homogene Serie (von Sicherungseinsätzen), f",homogeneous series (of fuse-links),serie homogénea (de fusibles),homogeeninen sarja,série homogène (d'éléments de remplacement) f,serie omogenea,同種直列,"균질 계열, <퓨즈연결>","нэг төрлийн цуврал, <хайламтгай тавьцуудын>",homogen serie (av sikringspatron),wkładki topikowe jednorodnej rodziny konstrukcyjnej,série homogénea (de elementos de substituição),"хомогени низ, <топљивих уметака> м јд",likformig serie (av säkringspatroner),"同一熔断体系列, <熔断器的>"
441-18-35,rated value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-35,قيمة مقننة,"Bemessungswert, m",rated value,valor asignado,mitoitusarvo,"valeur assignée, f",valore nominale,定格値,정격값,хэвийн утга,merkeverdi,wartość znamionowa,valor estipulado,"назначена вредност, ж јд",märkvärde,额定值
441-18-36,rating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-36,تقنين,"Bemessungsdaten, pl",rating,características asignadas,mitoitusarvot,"caractéristiques assignées, f pl",caratteristiche nominali,定格,정격,үзүүлэлт,merkeytelse,dane znamionowe,estipulaçãocaracterística(s) estipulada(s),"назначене карактеристике, ж мн",märkdata,额定
441-18-37,virtual time (of a fuse-link),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-37,زمن افتراضى,"virtuelle Dauer (eines Sicherungseinsatzes), fvirtuelle Zeit (eines Sicherungseinsatzes), f",virtual time (of a fuse-link),tiempo virtual (de un cartucho fusible),virtuaaliaika,durée virtuelle (d'un élément de remplacement) f,tempo virtuale,"バーチャル時間, <ヒューズリンクの>","규약 시간, <퓨즈연결>","виртуал хугацаа, <хайламтгай тавьцын>",virtuell tid (for ei skringspatron),czas zastępczy (wkładki topikowej),duração virtual (de um elemento de substituição),"виртуелно време , <топљивог уметка> с јд",virtuell tid,"虚拟时间, <熔断器的>"
441-18-38,power dissipation (in a fuse-link),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-18-38,تبديد القدرة,"Leistungsabgabe (eines Sicherungseinsatzes), f",power dissipation (in a fuse-link),potencia disipada (de un cartucho fusible),tehohäviöhäviöteho,puissance dissipée (dans un élément de remplacement) f,potenza dissipata,"ワット損, <ヒューズリンクの>","전력 소비, <퓨즈연결>","зарцуулагдах чадал, <хайламтгай тавьц доторх>",effektforbruk (i ei sikringspatron),mocy rozproszona (we wkładce topikowej),potência dissipada (num elemento de substituição),"снага дисипације , <топљивог уметка> ж јд",effektförbrukning,"功耗, <熔断器的>"
