term_id,term,term_url,ar,de,en,es,fr,it,ja,no,pl,pt,ru,zh
426-03-25,Zone 22,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-03-25,منطقة خطرة فئة 22,"Zone 22, f",Zone 22,"zona 22, f","Zone 22, f",Zona 22,ゾーン22,sone 22,"strefa 22, f",zona 22,зона класса 22,22区
426-03-26,dust containment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-03-26,احتواء الغبار,"staubeinschließendes Behältnis, n",dust containment,"confinamiento al polvo, m","confinement de poussière, m",contenimento della polvere,粉塵放出抑止,støvomsluttende beholder,"osłona przeciwpyłowa, f",confinamento de poeira,пылезащитная оболочка,粉尘集尘装置
426-03-27,source of dust release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-03-27,مصدر تنفيس الغبار,"Staubfreisetzungsstelle, f",source of dust release,"fuente de escape de polvo, f","source de dégagement de poussière, f",sorgente di emissione della polvere,粉塵放出源,utsleppskjelde for støv,"źródło uwalniania pyłu, n",fonte de libertação de poeira,источник пылевыделения,粉尘释放源
426-03-28,"area, <classification of explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-03-28,"منطقة, تصنيف الاجواء المتفجرة","Bereich, <Klassifizierung explosionsfähiger Atmosphären> m","area, <classification of explosive atmospheres>","emplazamiento, m","emplacement, <classification des atmosphères explosives> m","area, <classificazione di atmosfere esplosive>","領域, <爆発性雰囲気の分類>","område,","przestrzeń, <klasyfikacja atmosfer wybuchowych> f","área, <classificação de atmosferas explosivas>",среда,"场所, <爆炸性环境分类>"
426-03-29,abnormal operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-03-29,تشغيل غير عادى,"nicht bestimmungsgemäßer Betrieb, m",abnormal operation,"funcionamiento anormal, m","fonctionnement anormal, m",funzionamento anormale,異常運転,unormal drift,"nieprawidłowe działanie, n",funcionamento anormal,нештатная работанеисправная работа,异常运行
426-03-30,"zone, <classification of explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-03-30,"مساحة, تصنيف الاجواء المتفجرة","Zone, <Klassifizierung explosionsfähiger Atmosphären> f","zone, <classification of explosive atmospheres>","zona, f","zone, <classification des atmosphères explosives> f","zona, <classificazione di atmosfere esplosive>","ゾーン, <爆発性雰囲気の分類>","sone,","strefa, <klasyfikacja atmosfer wybuchowych> f","zona, <classificação de atmosferas explosivas>",зона,"区域, <爆炸性环境分类>"
426-04-01,"enclosure, <equipment for explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-01,"حاوية, معدات الأجواء المتفجرة","Gehäuse, <Gerät für explosionsfähige Atmosphären> n","enclosure, <equipment for explosive atmospheres>","envolvente, f","enveloppe, <équipements pour atmosphères explosives> f","custodia, <classificazione di atmosfere esplosive>","容器, <爆発性雰囲気の分類>",kapsling,"obudowa, <urządzenia do atmosfer wybuchowych> f","invólucro, <equipamento para atmosferas explosivas>",оболочка,"外壳, <爆炸性环境用设备>"
426-04-02,degree of protection of enclosure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-02,درجة حماية الحاوية,"Schutzart des Gehäuses, fIP-Schutzgrad, m",degree of protection of enclosureIP,"grado de protección de la envolvente, m","degré de protection procuré par une enveloppe, mIP, m",grado di protezione di una custodiaIP,容器の保護等級,vernegraden til kapslinga,"stopień ochrony obudowy, mIP",grau de proteção de um invólucroIP,"степень защиты, обеспечиваемая оболочкой",外壳防护等级IP
426-04-03,breathing device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-03,وسيلة تنفيس,"Atmungseinrichtung, f",breathing devicebreather,"dispositivo de respiración, mrespirador, m","dispositif de respiration, m",dispositivo di respirazionerespiratore,呼吸デバイス,pusteinnretning,"urządzenie oddechowe, n",dispositivo de respiraçãorespirador,дыхательное устройство,呼吸装置
426-04-04,drain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-04,وسيلة تصريف,"Entwässerungseinrichtung, f",draindraining device,"drenaje, mdispositivo de drenaje, m","drain, mdispositif de drainage, m",dispositivo di drenaggio,ドレン液体の排出電荷の除去,drenering,"spust, m",dispositivo de drenagemdrenador,дренаж,排液装置
426-04-05,"special fastener, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-05,رابط خاص<الأجواء المتفجرة>,"Sonderverschluss, <explosionsfähige Atmosphären> m","special fastener, <explosive atmospheres>","cierre especial, m","fermeture spéciale, <atmospheres explosives> f","fissaggio speciale, <atmosfere esplosive>","特殊締付ねじ, <爆発性雰囲気>",spesiell festeinnretning,"zamknięcie specjalne, <atmosfery wybuchowe> n","fecho especial, <atmosferas explosivas>",специальное крепежное устройство,"特殊紧固件, <爆炸性环境>"
426-04-09,"ambient temperature, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-09,"درجة حرارة محيطة, الأجواء المتفجرة","Umgebungstemperatur, f","ambient temperature, <explosive atmospheres>","temperatura ambiente, f","température ambiante, <atmospheres explosives> f",temperatura ambiente,周囲温度,omgjevnadstemperatur,"temperatura otoczenia, f",temperatura ambiente,температура окружающей среды,环境温度
426-04-10,"normal operation, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-10,تشغيل عادى,"Normalbetrieb, m","normal operation, <explosive atmospheres>","funcionamiento normal, m","fonctionnement normal, <atmospheres explosives> m",funzionamento normale,通常運転,normal drift,"normalne działanie, n",funcionamento normal,нормальный режим эксплуатации,正常运行
426-04-11,"duty cycle, <of load>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-11,دورة تشغيل,"Arbeitszyklus, <der Last> mBetriebszyklus, <der Last> m","duty cycle, <of load>","ciclo de trabajo, m","cycle de service, <de charge> m","ciclo di servizio, <di un carico>","デューティサイクル, <負荷の>",driftssyklus,"okres pracy, <obciążenia> m","ciclo de serviço, <de carga>",рабочий цикл,"工作周期, <负载的>"
426-04-12,clearance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-12,"خلوص, لحمل","Luftstrecke, f",clearance,"distancia en el aire, f","distance d'isolement dans l'air, f",distanza di isolamento in aria,絶縁空間距離,klaring,"odstęp, m",distância de isolamento no ar,электрический зазор,电气间隙
426-04-13,distance through casting compound,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-13,اقل مسافة موصلة خلال مركب مصبوب,"Abstand durch Vergussmasse, m",distance through casting compound,"distancia bajo encapsulado, f","distance d'isolement dans un composé de moulage, f",distanza di isolamento di una miscela,充填物離隔距離,avstand gjennom støypemasse,"odstęp przez zalewę, m",distância de isolamento num composto fundido,путь утечки через заливку компаундом,通过浇封复合物的距离
426-04-14,distance through solid insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-14,اقل مسافة موصلة خلال عزل صلب,"Abstand durch feste Isolierung, m",distance through solid insulation,"distancia a través de un aislamiento sólido, f","distance d'isolement dans une isolation solide, f",distanza di isolamento di un isolante solido,固体絶縁離隔距離,avstand gjennom fast isolasjon,"odstęp przez izolację stałą, m",distância de isolamento numa isolação sólida,путь утечки через твердый электроизоляционный материал,通过固体绝缘的距离
426-04-15,"creepage distance, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-15,مسافة زاحفة,"Kriechstrecke, <explosionsfähige Atmosphären> f","creepage distance, <explosive atmospheres>","línea de fuga, f","ligne de fuite, <atmosphères explosives> f","distanza di isolamento superficiale, <atmosfere esplosive>","沿面距離, <爆発性雰囲気>",krypeavstand,"odstęp po powierzchni, <atmosfery wybuchowe> m","linha de fuga, <atmosferas explosivas>",путь утечки,"爬电距离, <爆炸性环境>"
426-04-16,distance under coating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-16,"اقل مسافة موصلة خلال عزل مطلى, الأجواء المتفجرة","Abstand unter einer Schutzschicht, m",distance under coating,"distancia bajo el revestimiento, f","distance sous revêtement, f",distanza di isolamento sotto guaina,絶縁コーティング下の沿面距離,avstand under lakk,"odstęp pod zalewą, m",distância sob revestimento,путь утечки по поверхности электроизоляционного материала с изолирующим покрытием,涂层下距离
426-04-17,"bushing, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-17,عازل نفاذ,"Durchführung, f","bushing, <explosive atmospheres>","pasamuros, m","traversée, <atmospheres explosives> f",passante,ブッシング,gjennomføring,"przepust, m",travessia,проходной изолятор,绝缘套管
426-04-18,Cable Gland,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-18,وصلة طرفية لكابل,"Kabel‑ und Leitungseinführung, f",Cable Gland,"prensaestopas, mentrada de cable, f","Entrée de Câble, f",pressacavo,ケーブルグランド,kabelnippel,"wpust kablowy, m",tampa de cabos,кабельный ввод,电缆引入装置
426-04-19,"clamping device, <Cable Gland>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-19,"نبيطة تثبيت, وصلة طرفية لكابل","Klemmvorrichtung, <einer Kabel‑ und Leitungseinführung> f","clamping device, <Cable Gland>","dispositivo de fijación, m","dispositif d'attache, <Entrée de Câble> m","morsetto, <pressacavo>","引留デバイス, <ケーブルグランドの>",strekkavlastning,"mocownik, <wpust kablowy> m","dispositivo de fixação, <tampa de cabos>",элемент крепления,"夹紧组件, <电缆引入装置>"
426-04-20,"compression element, <Cable Gland>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-20,"عنصر انضغاط, وصلة طرفية لكابل","Druckteil, <einer Kabel‑ und Leitungseinführung> n","compression element, <Cable Gland>","dispositivo de compresión, m","dispositif de compression, <Entrée de Câble> m","elemento di compressione, <pressacavo>","圧縮用部品, <ケーブルグランドの>",kompresjonselement,"dławik, <wpust kablowy> m","dispositivo de compressão, <tampa de cabos>",нажимной элементприжимной элемент,"压紧元件, <电缆引入装置>"
426-04-21,"sealing ring, <Cable Gland>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-21,"حلقة إحكام, وصلة طرفية لكابل","Dichtungsring, <einer Kabel‑ und Leitungseinführung> m","sealing ring, <Cable Gland>","junta de estanquidad, f","joint d'étanchéité, <Entrée de Câble> m","anello di tenuta, <pressacavo>","シールリング, <ケーブルグランドの>シール用パッキン",tetningsring,"pierścień uszczelniający, <wpust kablowy> m","junta de estanquidade, <tampa de cabos>",уплотнительное кольцо,"密封圈, <电缆引入装置>"
426-04-22,Ex Equipment Cable Gland,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-22,"معدة مستخدمة فى الأجواء المتفجرة فئة Ex, وصلة طرفية لكابل","Ex-Geräte-Kabel‑ und Leitungseinführung, f",Ex Equipment Cable Gland,"prensaestopas como equipo Ex, m","Entrée de Câble pour Matériel Ex, f",pressacavo per apparecchiatura Ex,Ex機器ケーブルグランド,Ex kabelnippel,"wpust kablowy będący urządzeniem Ex, m",tampa de cabos Ex,Ex-оборудование для кабельного ввода,Ex设备电缆引入装置
426-04-23,certificate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-23,شهادة موثقة,"Zertifikat, n",certificate,"certificado, m","certificat, m",certificato,認証書,sertifikat,"certyfikat, m",certificado,сертификат,证书
426-04-24,conduit entry,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-04-24,مدخل الماسورة,"Einführung für Rohrleitungen, f",conduit entry,"entrada de conducto, f","entrée de conduit, f",condotto di entrata,電線管引込部,røyrinnføring,"wprowadzenie rury instalacyjnej, n",conduta de entrada,трубный ввод,导管引入
