term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sr,sv,zh
411-33-34,small power motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-34,محرك  قدرة صغير,"Kleinmotor, m",small power motor,motor de pequeña potencia,pientehomoottori,"moteur de faible puissance, m",motore di piccola potenza,分数馬力電動機,소출력 전동기,silnik małej mocy,motor de pequena potência,mali motor,мотор мале снаге,lågeffektmotor,小功率电动机
411-33-35,constant speed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-35,محرك ثابت السرعة,"Motor mit konstanter Drehzahl, m",constant speed motor,motor de velocidad constante,vakionopeuksinen moottori,"moteur à vitesse constante, m",motore a velocità costante,定速度電動機,정속 전동기,silnik o stałej prędkości,motor de velocidade constante,motor s stalno hitrostjo,мотор тврде карактеристике,enhastighetsmotor,恒速电动机
411-33-36,varying speed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-36,محرك متغير السرعة,"Motor mit veränderlicher Drehzahl, m",varying speed motor,motor de velocidad variable,muuttuvanopeuksinen moottori,"moteur à vitesse variable, m",motore a velocità variabile,変速度電動機,변속 전동기,silnik o zmiennej prędkości,motor de velocidade variável,motor s spremenljivo hitrostjo,мотор меке карактеристике,motor med seriekaraktär,变速电动机
411-33-37,multi-speed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-37,محرك متعدد السرعة,"Motor mit mehreren Drehzahlen, m",multi-speed motor,motor de varias velocidades,moninopeusmoottori,"moteur à plusieurs vitesses, m",motore a più velocità,多段速度電動機,다속도 전동기,silnik wielobiegowy,motor de várias velocidades,večhitrostni motor,вишебрзински мотор,flerhastighetsmotor,多速电动机
411-33-38,multi constant speed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-38,محرك متعدد السرعات الثابتة,"Motor mit mehreren konstanten Drehzahlen, m",multi constant speed motor,motor de varias velocidades constantes,monen vakionopeuden moottori,"moteur à plusieurs vitesses constantes, m",motore a più velocità costanti,多段定速度電動機,다단 정속 전동기,silnik wielobiegowy o stałych prędkościach,motor de várias velocidades constantes,motor z več stalnimi hitrostmi,вишебрзински мотор тврде карактеристике,flerhastighetsmotor med fasta varvtal,多级恒速电动机
411-33-39,multi varying speed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-39,محرك متعدد السرعات المتغيرة,"Motor mit mehreren veränderlichen Drehzahlen, m",multi varying speed motor,motor de varias velocidades variables,monen muuttuvan nopeuden moottori,"moteur à plusieurs vitesses variables, m",motore a più velocità variabili,多段変速度電動機,다단 변속 전동기,silnik wielobiegowy o zmiennych prędkościach,motor de várias velocidades variáveis,motor z več spremenljivimi hitrostmi,вишебрзински мотор меке карактеристике,flerhastighetsmotor med varierande varvtal,多速变速电动机
411-33-40,adjustable speed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-40,محرك ذو سرعةقابلة للعيار (الضبط),"Motor mit stellbarer Drehzahl, m",adjustable speed motor,motor de velocidad regulable,aseteltavan nopeuden moottori,"moteur à vitesse réglable, m",motore a velocità regolabile,加減速度電動機,가변속 전동기가감속 전동기,silnik o nastawianej prędkości,motor de velocidade ajustável,motor z nastavljivo hitrostjo,мотор са подесивом брзином,motor med inställbart varvtal,调速电动机
411-33-41,adjustable constant speed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-41,محرك ثابت السرعة وقابل للعيار (الضبط),"Motor mit stellbaren konstanten Drehzahlen, m",adjustable constant speed motor,motor de velocidad regulable y constante,aseteltavan vakionopeuden moottori,"moteur à vitesse réglable et constante, m",motore a velocità costante e regolabile,加減定速度電動機,가변 정속 전동기,silnik o nastawianych stałych prędkościach,motor de velocidade ajustável e constante,motor z nastavljivo stalno hitrostjo,мотор подесиве брзине са тврдом карактеристиком,motor med inställbart fast varvtal,可调恒速电动机
411-33-42,adjustable varying speed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-33-42,محرك متغير السرعة قابل للعيار (الضبط),"Motor mit stellbaren veränderlichen Drehzahlen, m",adjustable varying speed motor,motor de velocidad regulable y variable,aseteltavan muuttuvan nopeuden moottori,"moteur à vitesse réglable et variable, m",motore a velocità variabile e regolabile,加減変速度電動機,가변 변속 전동기,silnik o nastawianych zmiennych prędkościach,motor de velocidade ajustável e variável,motor z nastavljivo spremenljivo hitrostjo,мотор подесиве брзине са меком карактеристиком,motor med inställbart varierande varvtal,可调变速电动机
411-34-01,electrical dynamometer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-01,آلة كهربائية لقياس القوةدينامومتر,"elektrisches Dynamometer, nPendelmaschine, f",electrical dynamometer,dinamómetro eléctrico,sähkövaakakone,"couplemètre ou torsiomètre électrique, m",macchina dinamometrica,電気動力計,전기 동력기,maszyna dynamometryczna hamownica,dinamómetro eléctrico,električni dinamometer,електрични динамометар,elektrisk momentvåg,电动测功机
411-34-02,booster,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-02,معزز,"Zusatzmaschine, fBooster, m",booster,adicionador (substractor) de tensión,lisäkone,"survolteur (dévolteur), m",survoltore (devoltore),昇圧機,감도 증폭기부스터,maszyna dodawcza,sobretensor/subtensorsobretensor/detensor (obsoleto),napetostni dodajalnikbuster,бустер,tillsatsmaskin,升压机
411-34-03,synchronous compensator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-03,معدل تزامنيمعدل توافقي,"synchrone Blindleistungsmaschine, f",synchronous compensator,compensador síncrono,tahtikompensaattori,"compensateur synchrone, m",compensatore sincrono,同期調相機,동기 보상기,kompensator synchroniczny,compensador síncrono,sinhronski kompenzator,синхрони компензатор,synkronkompensator,同步补偿机
411-34-04,motor-generator set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-04,مجموعة مولد - محرك,"Umformersatz, mMotorgenerator",motor-generator set,grupo convertidor,moottori-generaattorikoneisto,"groupe convertisseur, m",gruppo convertitore,電動発電機セット電動発電機,전동기 발전기 세트엠지 세트,zespół maszynowyzespół przetwórczy,grupo motor-geradorgrupo conversor,pretvorniški sklopmotorgenerator,моторно-генераторска група,motorgenerator,电动发电机组
411-34-05,rotary convertor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-05,مغير محرك,"Einankerumformer, m",rotary convertor,conmutatriz,yksiankkurimuuttaja,"commutatrice, f",commutatrice,回転変流機,회전 변환기,przetwornica jednotwornikowa,comutatriz,enokotveni pretvornik,обртна усмерача,enankaromformare,旋转变流机
411-34-06,motor convertor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-06,مغير دوار,"Kaskadenumformer, m",motor convertor,convertidor en cascada,kaskadimuuttaja,"convertisseur en cascade, m",convertitore in cascata,電動変換機,전동 변환기,zespół kaskadowy silnik-przetwornica,conversor em cascata,kaskadni pretvornik,каскадни претварач,kaskadomformare,电动变流机
411-34-07,(rotating) frequency convertor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-07,مغير التردد (دوار),"drehender Frequenzumformer, mFrequenzumformer, m",(rotating) frequency convertor,convertidor de frecuencia (rotativo),taajuusmuuttajapyörivä taajuusmuuttaja,"convertisseur de fréquence (tournant), m",convertitore di frequenza (rotante),周波数変換機,회전 주파수 변환기,przetwornica częstotliwości,conversor (rotativo) de frequência,frekvenčni pretvornik,(обртни) фреквентни претварач,frekvensomformare,(旋转)变频机
411-34-08,commutator type frequency convertor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-08,مغير التردد ذو مبدل,"Kommutator-Frequenzumformer, m",commutator type frequency convertor,convertidor de frecuencia de colector,kommutaattori-taajuusmuuttaja,"convertisseur de fréquence à collecteur, m",convertitore di frequenza a collettore,整流子周波数変換機,정류자형 주파수 변환기,przetwornica częstotliwości komutatorowa,conversor de frequência de colector,komutatorski frekvenčni pretvornik,колекторски фреквентни претварач,frekvensomformare med kommutator,换向器式变频机
411-34-09,frequency changer set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-09,مجموعة مغير التردد,"Frequenzumformer-Maschinensatz, m",frequency changer set,grupo convertidor de frecuencia,taajuusmuuttajakoneisto,"groupe convertisseur de fréquence, m",convertitore di frequenza,周波数変換機セット周波数変換機,주파수 변환기,przetwornica częstotliwości dwumaszynowa zespół przetwórczy częstotliwości,grupo conversor de frequência,frekvenčni pretvorniški sklop,група за промену фреквенције,frekvensomformaraggregat,变频机组
411-34-10,induction frequency convertor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-10,مغير تردد حثي,"Drehfeldumformer, mInduktionsfrequenzumformer, m",induction frequency convertor,convertidor de frecuencia de inducción,epätahti-taajuusmuuttaja,"convertisseur de fréquence à induction, m",convertitore di frequenza ad induzione,誘導周波数変換機,유도형 주파수 변환기,przetwornica częstotliwości indukcyjna,conversor de frequência de indução,indukcijski frekvenčni pretvornik,асинхрони фреквентни претварач,asynkron frekvensomformare,感应变频机
411-34-11,inductor frequency convertor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-11,مغير تردد الحث,"Induktor-Frequenzumformer, m",inductor frequency convertor,convertidor de frecuencia de reluctancia variable,induktori-taajuusmuuttaja,"convertisseur de fréquence à réluctance variable, m",convertitore di frequenza a ferro rotante,誘導子形周波数変換機,인덕터 주파수 변환기,przetwornica częstotliwości induktorowaprzetwornica częstotliwości reluktancyjna,conversor de frequência de relutância variável,induktorski frekvenčni pretvornik,релуктантни фреквентни претварачиндукторски фреквентни претварач,induktorfrekvensomformare,感应子变频机
411-34-12,(rotating) phase convertor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-12,مغير الطور (دوار),"drehender Phasenumformer, mPhasenumformer, m",(rotating) phase convertor,convertidor de fase (rotativo),vaiheluvun muuttajapyörivä vaiheluvun muuttaja,"convertisseur de phase (tournant), m",convertitore di fase (rotante),相数変換機,회전 상 변환기,przetwornica liczby faz,conversor (rotativo) de fase,(vrteči se) fazni pretvornik,(обртни) претварач броја фаза,fastalsomformare,旋转变相机
411-34-13,electric coupling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-34-13,تقارن كهر بائي,"elektrische Kupplung, f",electric coupling,acoplamiento eléctrico,sähköinen akselikytkin,"accouplement électrique, m",giunto elettrico,電気継手,전기 결합,sprzęgło elektromagnetyczne,acoplamento eléctrico,električna sklopka,електромагнетска спојница,elektrisk axelkoppling,电藕合器
