term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
113-07-08,normalized speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-08,السرعة المنسوبة لسرعة الضوء,normalizovaná rychlost,"normalisierter Geschwindigkeitsbetrag, mnormalisierte Schnelligkeit, f",normalized speed,,,"vitesse normalisée, <scalaire> f",,正規化された速さ,,"znormalizowana szybkość, f",,,
113-07-09,Lorentz factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-09,عامل لورنتز,Lorentzův činitel,"Lorentz-Faktor, m",Lorentz factor,,,"facteur de Lorentz, m",,ローレンツ因子,,"czynnik Lorentza, m",,,
113-07-10,"event, <in relativity>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-10,"حدث, <فى النسبية>","událost, <v relativitě>","Ereignis, <in der Relativitätstheorie> n","event, <in relativity>",,,"événement, <en relativité> m",,"事象, <相対性理論において>",,"zdarzenie, <w teorii względności> n",,,
113-07-11,four-vector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-11,رباعى الابعاد,čtyřvektor,"Vierervektor, m",four-vector4-vector,,,"quadrivecteur, m",,４元ベクトル,,"czterowektor, m",,,
113-07-12,special Lorentz transformation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-12,تحويل لورنتز الخاص,speciální Lorentzova transformace,"spezielle Lorentz-Transformation, f",special Lorentz transformation,,,"transformation de Lorentz spéciale, f",,特殊ローレンツ変換,,"właściwe przekształcenie Lorentza, n",,,
113-07-13,general Lorentz transformation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-13,تحويل لورنتز العام,obecná Lorentzova transformaceLorentzova transformace,"allgemeine Lorentz-Transformation, f",general Lorentz transformationLorentz transformation,,,"transformation de Lorentz, f",,一般ローレンツ変換,,"przekształcenie Lorentza, n",,,
113-07-14,"invariant, <to a transformation>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-14,"كمية ثابتة, <فى التحويل>","invariant, <vůči transformaci>","Invariante, <einer Transformation> f","invariant, <to a transformation>",,,"invariant, <d’une transformation> m",,"不変, <変換>",,"niezmiennik, <przekształcenia> m",,,
113-07-15,Lorentz invariant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-15,ثابت لورنتز,Lorentzův invariant,"Lorentz-Invariante, f",Lorentz invariant,,,"invariant de Lorentz, m",,ローレンツ不変量,,"niezmiennik Lorentza, m",,,
113-07-16,Lorentz scalar,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-16,ثابت لورنتز غير متجه,Lorentzův skalárčtyřskalár,"Lorentz-Skalar, m",Lorentz scalarfour-scalar,,,"scalaire de Lorentz, m",,ローレンツスカラー,,"skalar Lorentza, m",,,
113-07-17,four-scalar product,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-17,منتج رباعى الأبعاد,čtyřskalární součinMinkowského vnitřní součin,"Viererskalarprodukt, minneres Minkowski-Produkt, n",four-scalar productMinkowski inner product,,,"produit quadriscalaire, m",,スカラー４重積,,"iloczyn skalarny, <czterowektorów> m",,,
113-07-18,squared four-magnitude,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-18,قيمة رباعية الأبعاد مربعة,čtverec čtyřvelikosti,"quadrierter Viererbetrag, mquadrierter Betrag, <eines Vierervektors> m",squared four-magnitude,,,"norme au carré, <d’un quadrivecteur> f",,平方４元マグニチュード,,"kwadrat długości, <czterowektora> m",,,
113-07-19,position four-vector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-19,موضع رباعى الابعاد,polohový čtyřvektor,"Positionsvierervektor, m",position four-vector,,,"quadrivecteur position, m",,位置４元ベクトル,,"czterowektor położenia, m",,,
113-07-20,time-like position vector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-20,موضع متجه مناظر زمانيا,časový polohový vektorpolohový vektor časového charakteru,"zeitartiger Positionsvierervektor, m",time-like position vector,,,"quadrivecteur de genre temps, m",,時間的位置ベクトル,,"czasopodobny wektor położenia, m",,,
113-07-21,absolute future,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-21,مستقبل مطلق,absolutní budoucnost,"absolute Zukunft, f",absolute future,,,"futur absolu, m",,絶対未来,,"bezwzględna przyszłość, f",,,
113-07-22,absolute past,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-22,ماضى مطلق,absolutní minulost,"absolute Vergangenheit, f",absolute past,,,"passé absolu, m",,絶対過去,,"bezwzględna przeszłość, f",,,
113-07-23,space-like position vector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-23,موضع متجه مناظر للحيز,prostorový polohový vektorpolohový vektor prostorového charakteru,"raumartiger Positionsvierervektor, mraumartiger Positionsvektor, m",space-like position vector,,,"quadrivecteur de genre espace, m",,空間的位置ベクトル,,"przestrzennopodobny wektor położenia, m",,,
113-07-24,relative presence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-24,وجود نسبى,relativní přítomnost,"relative Gegenwart, f",relative presence,,,"présence relative, f",,相対的存在,,"względna równoczesność, f",,,
113-07-25,light-like vector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-25,متجه مناظر للضوء,světelný vektorvektor světelného charakteru,"lichtartiger Vierervektor, mlichtartiger Vektor, m",light-like vector,,,"quadrivecteur de genre lumière, m",,光的ベクトル,,"wektor światłopodobny, mwektor zerowy, m",,,
113-07-26,light cone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-26,مخروط ضوء,světelný kužel,"Lichtkegel, m",light cone,,,"cône de lumière, m",,光円錐,,"stożek świetlny, m",,,
113-07-27,displacement four-vector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-27,إزاحة رباعية الابعاد,čtyřvektor posunutí,"Verschiebungsvierervektor, m",displacement four-vector,,,"quadrivecteur déplacement, m",,変位４元ベクトル,,"czterowektor przesunięcia, m",,,
113-07-28,squared space-time distance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-28,مسافة زمكان مربع,čtverec prostoročasové vzdálenostiNEVHODNÝ TERMÍN: čtverec prostoročasového intervalu,"quadrierter Abstand in der Raumzeit, m",squared space-time distanceDEPRECATED: squared space-time interval,,,"distance d’espace-temps au carré, f",,２乗時空距離,,"kwadrat interwału, m",,,
113-07-29,local time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-29,توقبت محلى,místní čas,"Ortszeit, flokale Zeit, fLokalzeit, f",local time,,,"temps local, m",,局所時間,,"czas lokalny, mczas współrzędnościowy, m",,,
113-07-30,local duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-30,فترة زمنية محلية,místní doba trvání,"lokale Dauer, f",local duration,,,"durée locale, f",,局所時間間隔,,"upływ czasu lokalnego, mupływ czasu współrzędnościowego, m",,,
113-07-31,relativistic time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-31,توقيت نسبى,relativistický čas,"relativistische Zeit, f",relativistic time,,,"temps relativiste, m",,相対時間,,"czas relatywistyczny, mlokalny czas obserwatora poruszającego się, m",,,
113-07-32,proper time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-32,زمن محدد,vlastní čas,"Eigenzeit, f",proper time,,,"temps propre, m",,固有時,,"czas własny, m",,,
113-07-33,proper duration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-33,فترة زمنية محددة,vlastní doba trvání,"Eigendauer, f",proper duration,,,"durée propre, f",,固有時間間隔,,"upływ czasu własnego, m",,,
113-07-34,proper distance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-34,مسافة محددة,vlastní vzdálenost,"Eigenabstand, m",proper distance,,,"distance propre, f",,固有距離,,"odległość własna, f",,,
113-07-35,proper length,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-35,طول محدد,vlastní délka,"Eigenlänge, f",proper length,,,"longueur propre, f",,固有長さ,,"długość własna, f",,,
113-07-36,local length,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-36,طول محلى,místní délka,"lokale Länge, f",local length,,,"longueur locale, f",,局所長さ,,"długość lokalna, fdługość współrzędnościowa, f",,,
113-07-37,Lorentz contraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-37,إنكماش لورنتز,Lorentzova kontrakcekontrakce délky,"Längenkontraktion, fLorentz-Kontraktion, f",Lorentz contractionlength contraction,,,"contraction des longueurs, f",,ローレンツ収縮,,"skrócenie Lorentza, n",,,
113-07-38,time dilatation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-38,تمدد الزمن,dilatace času,"Zeitdilatation, f",time dilatation,,,"dilatation du temps, f",,時間の遅れ,,"dylatacja czasu, f",,,
113-07-39,four-velocity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-39,سرعة رباعية,čtyřrychlost,"Vierergeschwindigkeit, f",four-velocity4-velocity,,,"quadrivitesse, fquadrivecteur vitesse, m",,4元速度,,"czteroprędkość, fczterowektor prędkości, m",,,
113-07-40,four-acceleration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-40,عجلة رباعية,čtyřzrychlení,"Viererbeschleunigung, f",four-acceleration,,,"quadri-accélération, fquadrivecteur accélération, m",,４元加速度,,"czteroprzyspieszenie, nczterowektor przyspieszenia, m",,,
113-07-41,four-volume element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-41,عنصر حجم رباعى الأبعاد,čtyřobjemový prvek,"Vierervolumenelement, n",four-volume element,,,"quadri-élément de volume, m",,４元体積要素,,"element czteroobjętości, m",,,
113-07-42,four-nabla,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-42,نابلا رباعى الأبعادمؤثر تفاضلى نابلا رباعى الابعاد,čtyřnablaquabla,"Vierer-Nabla, nQuabla, n",four-nablaquabladiamond,,,"quadrinabla, m",,４元ネブラ,,"czteronabla, f",,,
113-07-43,four-gradient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-43,تدرج رباعى الأبعاد,čtyřgradient,"Vierer-Gradient, m",four-gradient,,,"quadrigradient, m",,４元勾配,,"czterogradient, m",,,
113-07-44,four-divergence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-44,إنحراف رباعى الأبعاد,čtyřdivergence,"Vierer-Divergenz, f",four-divergence,,,"quadridivergence, f",,４元発散,,"czterodywergencja, f",,,
113-07-45,four-rotation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-45,دوران رباعى الأبعاد,čtyřrotace,"Vierer-Rotation, f",four-rotation,,,"quadrirotationnel, m",,４元回転,,"czterorotacja, f",,,
113-07-46,d'Alembertian operator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-46,عامل ألبرتيان,d’Alembertův operátor,"d'Alembert-Operator, m",d'Alembertian operatorfour-Laplacian box,,,"dalembertien, m",,ダランベール演算子,,"operator d'Alemberta, mdalembercjan, mdalambercjan, m",,,
113-07-47,four-momentum,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-47,كمية حركة رباعية الأبعاد,čtyřhybnost,"Viererimpuls, mEnergie-Impuls-Vektor, m",four-momentum,,,"quadrivecteur impulsion, mquadri-impulsion, fquadrimoment, m",,４元運動量,,"czteropęd, mczterowektor pędu, m",,,
113-07-48,four-force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-48,قوة رباعية الأبعاد,čtyřsíla,"Viererkraft, fMinkowski-Kraft, f",four-force,,,"quadriforce, f",,４元力,,"czterosiła, fczterowektor siły, m",,,
113-07-49,electromagnetic four-potential,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-49,جهد كهربى كهرومغناطيسى رباعى الأبعاد,elektromagnetický čtyřpotenciál,"elektromagnetisches Viererpotential, n",electromagnetic four-potential,,,"quadrivecteur potentiel électromagnétique, m",,電磁４元ポテンシャル,,"czteropotencjał pola elektromagnetycznego, m",,,
113-07-50,Lorenz convention,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-50,تحويل لورنتز,Lorenzova konvenceLorentzova kalibrační podmínka,"Lorenz-Konvention, f",Lorenz convention,,,"convention de Lorenz, f",,ローレンツ記法,,"konwencja Lorentza, f",,,
113-07-51,four-current density,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-51,كثافة تيار رباعى الأبعاد,hustota čtyřproudučtyřproud,"Viererstromdichte, f",four-current densityfour-current,,,"quadrivecteur densité de courant, mquadricourant, m",,４元電流密度,,"czterowektor gęstości prądu, m",,,
113-07-52,continuity equation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-52,قانون الإستمرارية,rovnice kontinuity,"Kontinuitätsgleichung, f",continuity equation,,,"équation de continuité, f",,連続方程式,,"równanie ciągłości, n",,,
113-07-53,electromagnetic field tensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-53,موتر للمجال الكهرومغناطيسى,tenzor elektromagnetického pole,"elektromagnetischer Feldtensor, mMaxwell-Tensor, m",electromagnetic field tensor,,,"tenseur électromagnétique, mtenseur de Maxwell, m",,電磁場テンソル,,"tensor pola elektromagnetycznego, m",,,
113-07-54,stress-energy tensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-54,موتر إجهاد الطاقة,tenzor napětí a energie,"Energie-Impuls-Tensor, m",stress-energy tensor,,,"tenseur énergie-impulsion, m",,エネルギー運動量テンソル,,"tensor energii-pędu, mtensor napięć-energii, mtensor energii-naprężeń, mtensor energii-odkształceń, m",,,
113-07-55,four-force density,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-55,كثافة قوة رباعية الأبعاد,hustota čtyřsíly,"Viererkraftdichte, f",four-force density,,,"quadrivecteur densité de force, m",,４元力密度,,"czterowektor gęstości siły, m",,,
113-07-56,relativistic kinetic energy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-56,طاقة حركة نسبية,relativistická kinetická energie,"relativistische kinetische Energie, f",relativistic kinetic energy,,,"énergie cinétique relativiste, f",,相対論的運動エネルギー,,"relatywistyczna energia kinetyczna, f",,,
113-07-57,four-wave vector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-57,متجه موجة رباعى الأبعاد,vlnový čtyřvektor,"Viererwellenvektor, mWellenvierervektor, m",four-wave vectorwave four-vectorfour-wavevector,,,"quadrivecteur d'onde, m",,４元波数ベクトル,,"czterowektor falowy, m",,,
113-07-58,"squared interval, <in general theory of relativity>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-58,فترة زمنية مربعة,"čtverec intervalu, <v obecné teorii relativity>","quadrierter Raumzeit-Schritt, <in der Allgemeinen Relativitätstheorie> mRaumzeit-Schritt-Quadrat, n","squared interval, <in general theory of relativity>space-time step",,,"carré d’intervalle d’espace-temps, <en relativité générale> fintervalle carré d’espace-temps, m",,"2乗間隔, <一般相対性理論において>",,"kwadrat interwału czasoprzestrzennego, mkwadrat przedziału czasoprzestrzennego, m",,,
113-07-59,Kronecker symbol,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-59,رمز كرونيكر,Kroneckerovo delta,,Kronecker symbolKronecker delta,,,"symbole de Kronecker, mdelta de Kronecker, m",,クロネッカーの記号,,"symbol Kroneckera, m",,,
113-07-60,metric tensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-60,موتر مترى,metrický tenzor,"metrischer Tensor, m",metric tensor,,,"tenseur métrique, m",,計量テンソル,,"tensor metryczny, m",,,
113-07-61,flat space-time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-61,زمكان مسطح,plochý prostoročas,"flache Raumzeit, f",flat space-time,,,"espace-temps plat, m",,平坦な時空平らな時空,,"płaska czasoprzestrzeń, f",,,
113-07-62,curved space-time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-62,زمكان منحنى,zakřivený prostoročas,"gekrümmte Raumzeit, f",curved space-time,,,"espace-temps courbe, m",,湾曲した時空曲った時空,,"zakrzywiona czasoprzestrzeń, f",,,
113-07-63,Schwarzschild radius,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-63,نصف قطر شوارتزشيلد,Schwarzschildův poloměr,"Schwarzschild-Radius, m",Schwarzschild radius,,,"rayon de Schwarzschild, m",,シュバルツシルト半径,,"promień Schwarzschilda, m",,,
113-07-64,black hole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-64,ثقب أسود,černá díra,"Schwarzes Loch, n",black hole,,,"trou noir, m",,ブラックホール,,"czarna dziura, f",,,
113-07-65,"gravitational shift, <effect>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-65,"إنزياح الجاذبية, <تأثير>إنزياح الجاذبية الأحمر","gravitační posuv, <jev>gravitační rudý posuv, <účinek>","Gravitationsverschiebung, <Vorgang> fGravitations-Rotverschiebung, <Vorgang> f","gravitational shift, <effect>gravitational red shift, <effect>",,,"décalage gravitationnel, <effet> mdécalage gravitationnel vers le rouge, <effet> m",,"重力偏移, <効果>",,"przesunięcie grawitacyjne, <efekt> n",,,
113-07-66,"gravitational red shift, <quantity>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-66,"إنزياح الجاذبية الأحمر, <كمية>","gravitační rudý posuv, <veličina>","Gravitations-Rotverschiebung, <Größe> f","gravitational red shift, <quantity>",,,"décalage gravitationnel, <grandeur> mdécalage gravitationnel vers le rouge, <grandeur> m",,"重力赤方偏移, <量>",,"grawitacyjne przesunięcie ku czerwieni, <wielkość> n",,,
