term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,ru,sr,sv,zh
551-20-08,interharmonic component,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-08,مركبة توافقية بينية,"zwischenharmonische Schwingung, f",interharmonic component,componente interarmónica,…..,"composante interharmonique, f",componente interarmonica,次数間高調波成分,고조파 간 성분,składowa interharmoniczna,componente inter-harmónica,,"компонента међухармоника, ж јд",mellanton,间谐波分量
551-20-09,harmonic order,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-09,رتبة توافق,"Ordnungszahl (einer Oberschwingung), f",harmonic order,orden armónico,…..,"rang harmonique, m",ordine armonico,高調波次数,고조파 차수,rząd harmonicznej,ordem de harmónica,,"ред хармоника, м јд",deltonsnummer,谐波次数
551-20-10,sub-harmonic component,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-10,مركبة توافقية فرعية,"Unterschwingung, f",sub-harmonic component,componente subarmónica,…..,"composante sous-harmonique, f",componente sub-armonica,分数調波成分,부조파 성분,składowa subharmoniczna,componente sub-harmónica,,"супхармонијска компонента, ж јд",underton,次谐波分量分谐波分量
551-20-11,total distortion content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-11,محتوى التشوه الكلى,"Gesamt-Verzerrungsanteil, mVerzerrungsgröße, f",total distortion content,contenido total de distorsiónresiduo total de distorsión,…..,"résidu total de distorsion, m",residuo totale di distorsione,総合ひずみ含有量,총왜형 성분,zniekształcenie całkowite,distorção total,,"укупно изобличење, с јд",distorsionsinnehåll,总畸变含量
551-20-12,harmonic content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-12,محتوى التوافق,"Oberschwingungsanteil, m",harmonic content,contenido en armónicosresiduo armónico,…..,"résidu harmonique, m",residuo armonico,高調波含有量,고조파 함유량,zawartość harmonicznychpozostałość harmonicznych,resíduo harmónico,,"садржај хармоника, м јд",övertonsinnehåll,谐波含量
551-20-13,total harmonic ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-13,نسبة التوافق الكلي,"Gesamt-Oberschwingungsverhältnis, nGesamt-Oberschwingungsverzerrung, fTHD, Abkürzung",total harmonic ratiototal harmonic distortionTHD (abbreviation),tasa de distorsión armónica totalTHD (abreviatura),…..,"rapport harmonique total, mtaux de distorsion harmonique total, mTHD (abréviation)",tasso di distorsione armonica totaleTHD (simbolo),"総合高調波ひずみ率ＴＨＤ, （略語）",총 조파율,współczynnik zniekształceń harmonicznych,distorção harmónica totalTHD (abreviatura),,"укупно хармонијско изобличење, с јд",övertonsfaktor,总谐波率总谐波畸变率
551-20-14,total distortion ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-14,نسبة التشويه الكلي,"Gesamt-Verzerrungsverhältnis, n",total distortion ratio,factor total de distorsiónTDF (abreviatura),…..,"rapport total de distorsion, m",fattore di distorsione totaleTDF (simbolo),総合ひずみ率,총왜형비,współczynnik zniekształceń całkowitych,factor total de distorçãoTDF (abreviatura),,"однос укупног изобличења, м јд",distorsionsfaktor,总畸变率
551-20-15,"total harmonic factor, <in power electronics>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-15,عامل التوافق الكلي,"Oberschwingungsgehalt, mKlirrfaktor, mTHF","total harmonic factor, <in power electronics>",relación armónica total,…..,"facteur harmonique total, <en électronique de puissance> m",rapporto armonico totale,"総合高調波含有率, <パワー半導体で>",총고조파율,"współczynnik zawartości harmonicznych, m","fator harmónico total, <em eletrónica de potência>razão harmónica total",,"укупни хармонијски фактор, м јд",övertonshalt,"总谐波因数, <电力电子学>"
551-20-16,total distortion factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-16,عامل التشوه الكلي,"Gesamt-Verzerrungsgehalt, m",total distortion factor,relación total de distorsión,…..,"facteur total de distorsion, m",rapporto totale di distorsione,総合ひずみ含有率,총왜곡률,współczynnik zniekształcenia całkowitego,razão total de distorção,,"фактор укупног изобличења, м јд",distorsionshalt,总畸变因数
551-20-17,"fundamental factor, <in power electronics>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-17,عامل اساسي,"Grundschwingungsgehalt, <in der Leistungselektronik> m","fundamental factor, <in power electronics>",factor fundamentaltasa fundamental,…..,"taux de fondamental, <en électronique de puissance> m",tasso di fondamentale,"基本波率, <パワー半導体で>",기본파율,"składowa podstawowa względna, f","fator fundamental, <em eletrónica de potência>",,"основни фактор, м јд",grundtonsfaktorreferenstonsfaktor,"基波因数, <电力电子学>"
