term_id,term,term_url,ar,de,en,fi,fr,it,ja,ko,pl,pt,ru,sr,sv,zh
442-06-32,rated connecting capacity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-32,استطاعة  توصيل مقننة  ( سعة),"Bemessungs-Anschlussquerschnitt, m",rated connecting capacity,nimellinen kytkentämahdollisuus,"capacité assignée de connexion, f",capacità di connessione nominale,定格接続容量,정격 연결 용량,przyłączalność znamionowa,capacidade estipulada de conexão,допустимое сечение присоединяемых проводников,"назначена моћ спајања, ж јд",märkanslutningsarea,额定连接容量
442-06-33,insulation piercing connecting device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-33,أداة توصيل ثاقبة للعزل,"Durchdringverbindung, f",insulation piercing connecting deviceIPCD (abbreviation),eristyksen lävistävä kytkentätarvike,"dispositif de connexion à perçage de l'isolant, mDCPI  (abréviation) m",dispositivo di connessione a perforazione d'isolante,"絶縁物貫通形接続器具IPCD, （略語）",절연 관통 연결 장치아이피시디,złączka ostrzowaIPCD (akronim),dispositivo de conexão por perfuração do isolante,соединительное устройство с прокалыванием изоляции,"прибор за спајање убадањем у изолацију, м јдIPCD",isolationsgenomträngande klämma,刺穿绝缘式连接器件
442-06-34,reusable insulation piercing connecting device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-34,أداة توصيل ثاقبة للعزل ومتكررة الاستخدام,"wiederverwendbare Durchdringverbindung, f",reusable insulation piercing connecting devicereusable IPCD,toistuvasti käytettävä eristyksen lävistävä kytkentätarvike,"dispositif de connexion à perçage de l'isolant réutilisable, m","dispositivo di connessione a perforazione d'isolante
riutilizzabile",再使用可能IPCD再使用可能絶縁物貫通接続器具,재사용 가능 절연 관통 연결 장치재사용 아이피시디,złączka ostrzowa wielokrotnego użyciaIPCD wielokrotnego użycia,dispositivo reutilizável de conexão por perfuração do isolante,соединительное устройство с прокалыванием изоляции многоразового применения,"прибор за спајање убадањем у изолацију који се може поново користити, м јдIPCD који се може поново користити, м јд",,可重复使用刺穿绝缘式连接器件
442-06-35,non-reusable insulation piercing connecting device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-35,أداة توصيل ثاقبة للعزل للاستخدام مرة واحدة,"nicht wiederverwendbare Durchdringverbindung, f",non-reusable insulation piercing connecting devicenon-reusable IPCD,kertakäyttöinen eristyksen lävistävä kytkentätarvike,"dispositif de connexion à perçage de l'isolant non réutilisable, m","dispositivo di connessione a perforazione d'isolante non 
riutilizzabile",非再使用可能IPCD非再使用可能絶縁物貫通接続器具,비 재사용 가능 절연 관통 연결장치비 재사용 아이피시디,złączka ostrzowa jednokrotnego użyciaIPCD jednokrotnego użycia,dispositivo não reutilizável de conexão por perfuração do isolante,одноразовое соединительное устройство с прокалыванием изоляции,"прибор за спајање убадањем у изолацију који се не може поново користити, м јдIPCD који се не може поново користити, м јд",,不可重复使用刺穿绝缘式连接器件
442-06-36,twist-on connecting device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-36,أداة توصيل لولبية,"Drehklemme, f",twist-on connecting deviceTOCD (abbreviation),kierrettävä huppuliitin,"dispositif de connexion par épissure, mDCPE  (abréviation) m",dispositivo di connessione a cappuccio,"かさコネクターTOCD, （略語）",꼬임 연결 장치,złączka skrętnaTOCD (akronim),dispositivo de conexão por torção,устройство соединения проводников скручиванием,"прибор за спајање упредањем, м јдTOCD",vridtoppklämma,扭接式连接器件
442-06-37,reusable twist-on connecting device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-37,أداة توصيل لولبية متكررة الاستخدام,"wiederverwendbare Drehklemme, f",reusable twist-on connecting device,toistuvasti käytettävä kierrettävä huppuliitin,"dispositif de connexion par épissure réutilisable, m",dispositivo di connessione a cappuccio riutilizzabile,再使用可能形かさコネクター,재사용 가능 꼬임 연결 장치,złączka skrętna wielokrotnego użyciaTOCD wielokrotnego użycia,dispositivo reutilizável de conexão por torção,устройство соединения проводников скручиванием многоразового применения,"прибор за спајање упредањем који се може поново користити, м јд",,可重复使用扭接式连接器件
442-06-38,non-reusable twist-on connecting device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-38,أداة توصيل لولبية للاستخدام مرة واحدة,"nicht wiederverwendbare Drehklemme, f",non-reusable twist-on connecting device,kertakäyttöinen kierrettävä huppuliitin,"dispositif de connexion par épissure non réutilisable, m",dispositivo di connessione a cappuccio non riutilizzabile,非再使用可能形かさコネクター,비재상용 가능 꼬임 연결 장치,złączka skrętna jednokrotnego użyciaTOCD jednokrotnego użycia,dispositivo não reutilizável de conexão por torção,одноразовое устройство соединения проводников скручиванием,"прибор за спајање упредањем који се не може поново користити, м јд",,不可重复使用扭接式连接器件
442-06-39,"rated insulation voltage,  (of a connecting device)",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-39,جهد مقنن للعزل (لأداة توصيل),"Bemessungsspannung der Isolierung (eines Verbindungsmaterials), f","rated insulation voltage,  (of a connecting device)",nimellinen eristysjännite,tension d'isolement assignée (d'un dispositif de connexion) f,tensione di isolamento nominale,定格絶縁電圧,"정격 절연 전압, <연결 장치>",napięcie znamionowe izolacji (osprzętu połączeniowego),tensão de isolamento estipulada (de um dispositivo de conexão),номинальное напряжение изоляции (соединительного устройства),"назначени напон изолације, <прибора за спајање> м јд",isolationsmärkspänning,"额定绝缘电压, <连接器件的>"
442-06-40,flat male test tab,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-40,طرف اختبار ذكري مستوي,"Prüf-Flachstecker, m",flat male test tab,litteä pistiketulkki,"languette d'essai, f",linguetta piatta di prova (maschio),平形試験用挿入片,평면 수 시험 태브,wsuwka probiercza płaska,lingueta de ensaio,плоский испытательный втычной контакт,"пљоснати мушки испитни језичак, м јд",flatstifttolk,扁平试验插片
442-06-41,maximum permissible temperature,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-06-41,أقصى درجة حرارة مسموح بها / أقصى درجة حرارة للخدمة,"höchste zulässige Temperatur, fhöchste Betriebstemperatur, f",maximum permissible temperaturemaximum service temperature,suurin sallittu käyttölämpötila,"température maximale permise, ftempérature maximale de service, f",temperatura massima ammessa,最高許容温度,최대 허용 온도최대 서비스 온도,temperatura dopuszczalna maksymalnatemperatura pracy maksymalna,temperatura máxima admissíveltemperatura máxima de serviço,максимальная допустимая температурамаксимальная температура при эксплуатации,"највиша дозвољена температура, ж јднајвиша радна температура, ж јд",högsta drifttemperatur,最高允许温度最高工作温度
442-07-01,appliance coupler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-01,قارن جهاز كهربي,"Gerätesteckvorrichtung, f",appliance coupler,kojepistokytkin,"connecteur (d'appareil d'utilisation), m",connettore per apparecchi,機器用カプラ－,기구 결합기,złącze nasadki z wtykiem,conector (de aparelho de utilização),штепсельный соединитель для электроприборов,"спојница за апарат, ж јд",apparatanslutningsdon,器具耦合器
442-07-02,connector (of an appliance coupler),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-02,وصلة (رابط),"Gerätesteckdose, f",connector (of an appliance coupler),kojepistoke,"prise mobile, f","connettore mobile,  presa di connettore",コネクター,"연결자, <기구 결합기>",nasadka,tomada móvel de conector,вилка прибора (для бытовых электроприборов),"конектор, <спојнице за апарат> м јд",apparatuttag,"连接器, <器具耦合器的>"
442-07-03,appliance inlet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-03,مدخل جهـاز كهربائي,"Gerätestecker, m",appliance inlet,kojevastake,"socle de connecteur, m","(connettore di) ingresso (per apparecchi); spina fissa (per
apparecchi)",機器用インレット,기구 인렛기구 유입구,wtyk,ficha de conector,розетка прибора,"утикач за апарат, м јд",apparatintag,器具输入插座
442-07-04,cord set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-04,طرف توصيل جهـاز كهربائي,"Geräteanschlussleitung, fkonfektionierte Leitung, f",cord set,kojeliitosjohto,"cordon-connecteur, m",cordone per connettore,コードセット,코드 집합,przewód przyłączeniowy,cabo conector,шнур-соединитель,"прикључни кабл, м јд",apparatsladdställ,电线组件
442-07-05,cord extension set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-05,تطويلة طرف توصيل جهـاز,"Geräteanschlussverlängerung, fVerlängerung mit Stecker und Kupplung, f",cord extension set,jatkojohto,"cordon-prolongateur, m",cordone prolungatore,延長コードセット,코드 연장 집합,przedłużacz,cabo prolongadorextensão,удлинитель,"продужни кабл, м јд",skarvsladdställ,电线加长组件
442-07-06,interconnection cord set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-06,طرف ربط بيني للأجهزة الكهربائية,"Weiterverbindungs-Geräteanschlussleitung, f",interconnection cord set,laitekojeliitosjohto,"cordon-connecteur d'interconnexion, m",cordone per connettore di interconnessione,中間接続コードセット,상호 연결 코드 집합,przewód przyłączeniowy pośredniczący,cabo conector de interconexão,взаимосоединяющий удлинитель,"прикључни кабл за повезивање, м јд",mellankopplingssladdställ,互连电线组件
442-07-07,interconnection coupler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-07,قارن توصيل بيني,"Kupplungssteckvorrichtung, f",interconnection coupler,laitekojepistokytkin,"connecteur d'interconnexion, m",connettore di interconnessione,中間接続カプラ－,상호 연결 결합기,złącze pośredniczące nasadki z wtykiem,conector de interconexão,взаимоподключающий соединитель,"спојница за повезивање, ж јд",mellankopplingsdon,互连耦合器
442-07-08,appliance outlet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-08,مخرج على جهـاز,"Kupplungssteckdose, f",appliance outlet,laitekojepistoke,"socle femelle de connecteur, m","(connettore di) uscita (per apparecchi); presa di connettore 
di interconnessione",機器用アウトレット,기기 콘센트,nasadka zasilająca stała,tomada de conector,вывод прибора,"прикључница за апарат, ж јд",fast apparatuttag,器具输出插座
442-07-09,plug connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-07-09,قابس توصيل,"Steckverbinder, m",plug connector,laitekojevastake,"fiche mobile mâle, f",spina di connettore mobile,プラグコネクター,플러그 연결기플러그 접속기플러그 커넥터,wtyk przenośny,ficha móvel de conector,вилочный соединитель,"утикачки конектор, м јд",apparatstickpropp,插头连接器
442-08-01,mounting box,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-08-01,صندوق تثبيت,"Montagekasten, m",mounting box,asennusrasia,"boîte de montage, f",scatola per montaggio,固定ボックス,탑재 상자,puszka instalacyjna,caixa de aparelhagem,монтажная коробка,"монтажна кутија, ж јд",apparatdosa,安装盒
442-08-02,outlet box,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-08-02,صندوق مخرج,"Geräteanschlussdose, f",outlet box,liitäntärasia,"boîte de sortie de câble, f",scatola con uscita per cavi,アウトレットボックス,콘센트 상자,puszka końcowa,rosetacaixa de saída de cabo,выводная коробкакоробка для подключения,"излазна кутија, ж јд",anslutningsdosa,出线盒
442-08-03,junction box,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-08-03,صندوق توصيل,"Anschlusskasten, mAbzweigkasten, m",junction box,jakorasia,"boîte de jonction, f",scatola di derivazione,接続ボックス,접속함단자함,puszka łączeniowa,caixa de junção,соединительная коробка,"спојна кутија, ж јд",kopplingsdosa,端接盒
442-08-04,tapping box,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-08-04,صندوق تفريع,"Abzweigdose, f",tapping box,haaroitusrasia,"boîte de dérivation, f",scatola di derivazione terminale,分岐ボックス,태핑 상자,puszka odgałęźna,caixa de derivação,ответвительная коробка,"изводна кутија, ж јд",avgreningsdosa,分接盒
442-09-01,insulation coordination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-01,,"Isolationskoordination, f",insulation coordination,,"coordination de l'isolement, f",,絶縁協調,절연 협조,"koordynacja izolacji, f",coordenação de isolamento,,"координација изолације, ж јд",,绝缘配合
442-09-02,homogeneous electric field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-02,,"homogenes elektrisches Feld, n",homogeneous electric fielduniform electric fieldhomogeneous electric field distribution,,"champ électrique homogène, mchamp électrique uniforme, m",,平等電界　均一電界,균질 전계,"pole jednorodne, n",campo homogéneocampo uniformedistribuição de campo homogéneo,,"хомогено поље, с јд",,均匀电场
442-09-03,inhomogeneous electric field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-03,,"inhomogenes elektrisches Feld, n",inhomogeneous electric fieldnon-uniform electric field,,"champ électrique hétérogène, mchamp électrique non uniforme, m",,不平等電界　不均一電界,비균질 전계,"pole niejednorodne, n",campo não homogéneocampo não uniforme,,"нехомогено поље, с јд",,非均匀电场
442-09-04,approximately homogeneous electric field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-04,,"angenähert homogenes elektrisches Feld, n",approximately homogeneous electric field,,"champ électrique approximativement homogène, m",,準平等電界準不均一電界,근사 균질 전계,"pole praktycznie jednorodne, n",campo aproximadamente homogéneo,,"приближно хомогено поље, с јд",,近似均匀电场
442-09-05,partial discharge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-05,,"Teilentladung, fTE",partial dischargePD,,"décharge partielle, fDP, f",,部分放電,부분 방전,"wyładowanie niezupełne, nPD",descarga parcial,,"парцијално пражњење, с јд",,局部放电
442-09-06,apparent charge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-06,,"scheinbare Ladung, f",apparent charge,,"charge apparente, f",,見掛け電荷,겉보기 전하,"ładunek pozorny, m",carga aparente,,"привидно пуњење , с јд",,视在电荷
442-09-07,specified discharge magnitude,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-07,,"festgelegte Ladungsstärke, f",specified discharge magnitude,,"grandeur de décharge spécifiée, f",,規定の放電の大きさ,지정 방전 크기,"określony poziom wyładowań, m",magnitude de descarga especificada,,"специфицирана величина пражњења, ж јд",,规定的放电量
442-09-08,critical frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-08,,"kritische Frequenz, f",critical frequency,,"fréquence critique, f",,臨界周波数,임계 주파수,"częstotliwość krytyczna, f",frequência crítica,,"критична фреквенција , ж јд",,临界频率
442-09-09,critical relative humidity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-09,,"kritische relative Luftfeuchte, f",critical relative humidity,,"humidité relative critique, f",,臨界相対湿度,임계 상대 습도,"wilgotność krytyczna względna, f",humidade relativa crítica,,"критична релативна влажност, ж јд",,临界相对湿度
442-09-10,rated voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-10,,"Bemessungsspannung, f",rated voltage,,"tension assignée, f",,定格電圧,정격 전압,"napięcie znamionowe, m",tensão estipulada,,"назначени напон, м јд",,额定电压
442-09-11,functional overvoltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-11,,"Funktionsüberspannung, f",functional overvoltage,,"surtension fonctionnelle, f",,機能的過電圧,기능 과전압,"przepięcie funkcjonalne, n",sobretensão funcional,,"функционални пренапон, м јд",,功能过电压
442-09-12,lightning overvoltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-12,,"Blitzüberspannung, f",lightning overvoltage,,"surtension de foudre, fsurtension de type foudre, f",,雷過電圧,뇌 과전압,"przepięcie atmosferyczne, nprzepięcie piorunowe, n",sobretensão por descarga atmosférica,,"атмосферски пренапон, м јд",,雷电过电压
442-09-13,switching overvoltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-13,,"Schaltüberspannung, f",switching overvoltage,,"surtension de manœuvre, fsurtension de type manœuvre, f",,開閉過電圧,개폐 과전압,"przepięcie łączeniowe, n",sobretensão de comutação,,"расклопни пренапон, м јд",,操作过电压
442-09-14,rated temporary overvoltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-14,,"Bemessungswert der zeitweiligen Überspannung, m",rated temporary overvoltage,,"surtension temporaire assignée, f",,定格短時間過電圧,정격 일시 과전압,"przepięcie znamionowe dorywcze, n",sobretensão temporária estipulada,,"назначени повремени напон, м јд",,额定暂时过电压
442-09-15,recurring peak voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-15,,"periodische Spitzenspannung, f",recurring peak voltage,,"tension de crête répétitive, f",,反復ピーク電圧,재발생 첨두 전압,"napięcie szczytowe powtarzalne, n",tensão de pico repetitiva,,"повратни вршни напон , м јд",,再现峰值电压
442-09-16,rated recurring peak voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-16,,"Bemessungswert der periodischen Spitzenspannung, m",rated recurring peak voltage,,"tension assignée de tenue aux crêtes répétitives, f",,定格反復ピーク電圧,정격 재발생 첨두 전압,"napięcie znamionowe szczytowe powtarzalne, n",tensão de pico repetitiva estipulada,,"назначени повратни вршни напон, м јд",,额定再现峰值电压
442-09-17,controlled overvoltage condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-17,,"Zustand begrenzter Überspannung, m",controlled overvoltage condition,,"situation de maîtrise des surtensions, f",,過電圧制御状態,제어 과전압 조건,"warunek kontrolowanego przepięcia, mstan ograniczonego przepięcia, m",condição de sobretensão controlada,,"управљани пренапонски услови, м мн",,受控过电压条件
442-09-18,impulse withstand voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-18,,"Steh-Stoßspannung, f",impulse withstand voltage,,"tension de tenue aux chocs, f",,インパルス耐電圧,임펄스 내전압,"napięcie wytrzymywane udarowe, n",tensão de impulso suportáveltensão suportável ao choque,,"подносиви ударни напон, м јд",,冲击耐受电压
442-09-19,temporary withstand overvoltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-19,,"zeitweilige Steh-Überspannung, f",temporary withstand overvoltage,,"tension de tenue aux surtensions temporaires, f",,短時間耐過電圧,일시 내 과전압,"przepięcie wytrzymywane dorywcze, n",sobretensão temporária suportável,,"подносиви повремени пренапон, м јд",,暂时耐受过电压
442-09-20,recurring peak withstand voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-20,,"periodische Steh-Spitzenspannung, f",recurring peak withstand voltage,,"tension de tenue aux crêtes répétitives, f",,反復ピーク耐電圧,재발생 첨두 내 전압,"napięcie wytrzymywane szczytowe powtarzalne, n",tensão de pico repetitiva  suportável,,"повратни подносиви вршни напон, м јд",,再现峰值耐受电压
442-09-21,inherent overvoltage control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-21,,"inhärente Spannungsbegrenzung, f",inherent overvoltage control,,"maîtrise naturelle des surtensions, f",,本質的な過電圧制御,고유 과전압 계전기,"samoograniczanie poziomu przepięć, nnaturalne ograniczanie przepięć, n",controlo de sobretensão inerente,,"сопствено управљање пренапоном, с јд",,固有过电压控制
442-09-22,fmin,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-22,,fmin,fmin,,fmin,,fmin,fmin최소 주파수,fmin,fmin,,fmin,,fmin
442-09-23,dielectric withstand voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=442-09-23,جهد تحمل العزل,"dielektrische Stehspannung, f",dielectric withstand voltage,,"tension de tenue diélectrique, f",,絶縁耐電圧,유전체 내 전압,"napięcie wytrzymywane przez dielektryk, n",tensão suportável dielétrica,,,,绝缘耐受电压
