term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
713-03-30,intercell handover,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-30,تمرير بين الخلايا,mezibuňkové předání,"interzellulare Übergabe, f",intercell handoverintercell hand-off,transferencia intercelular,solujen välinen kanavanvaihto,"transfert intercellulaire, m",hand-off intercellta (nelle radiocomunicazioni) handover intercella (nelle radiocomunicazioni),セル間ハンドオーバセル間ハンドオフ,셀간 통화 채널 전환셀간 핸드오버셀간 핸드오프,przekazywanie łączności międzykomórkowe,transferência intercelular,överräckning mellan celler,小区间切换
713-03-31,intracell handover,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-31,تمرير داخل الخلايا,vnitrobuňkové předání,"intrazellulare Übergabe, f",intracell handoverintracell hand-off,transferencia intracelular,solun sisäinen kanavanvaihto,"transfert intracellulaire, m",handover intracella (nelle radiocomunicazioni)hand-off intracella (nelle radiocomunicazioni),セル内ハンドオーバセル内ハンドオフ,셀내 통화 채널 전환셀내 핸드오버셀내 핸드오프,przekazywanie łączności wewnątrzkomórkowe,transferência intracelular,överräckning inom cell,小区内切换
713-03-32,roaming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-32,تجوال,roamingzměna oblasti volání,"Rufbereichswechsel, m",roaming,itinerancia,verkkovierailu,"itinérance, f",roaming,ローミング,서비스권 전환,roamingwędrowanie stacji ruchomej wędrowanie,itinerância,besök,漫游
713-03-33,roaming subscriber,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-33,مشترك في التجوال,účastník roamingu,"rufbereichswechselnder Teilnehmer, m",roaming subscriber,abonado itinerante,vieraileva tilaaja,"abonné itinérant, m",roaming dell'utente,ローミング加入者,로밍 가입자서비스권 전환 가입자,abonent wędrujący,assinante itinerante,besökande abonnent,漫游用户
713-03-34,base station controller,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-34,متحكم لمحطة قاعدة,řídicí jednotka základnové staniceBSC,"Basisstationssteuerung, f",base station controllerBSC (abbreviation),controlador de estación base,tukiasemaohjain,"contrôleur de station de base, mBSC (abréviation) m",BSC (acronimo)controIlore stazione fissa,"基地局制御装置BSC, （略語）",기지국 제어기,sterownik stacji bazowej,controlador de estação de base,styrenhet för basstation,基站控制器
713-03-35,mobile service switching centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-35,مركز تبديل للخدمة المتنقلة,ústředna pohyblivé službyMSC,"Mobilfunk-Vermittlungsstelle, f",mobile service switching centreMSC  (abbreviation),centro de conmutación de servicio móvil (MSC)MSC (abreviatura),matkaviestinkeskus,"centre de commutation du service mobile, mMSC  (abréviation) m",MSC (acronimo)centro di commutazione per servizio mobile,"移動業務交換局MSC, （略語）",이동 서비스 교환 센터엠에스시,centrum komutacyjne służby ruchomej,centro de comutação do serviço móvel,mobiltelefonväxel,移动业务交换中心MSC
713-03-36,home location register,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-36,مسجل بيانات المقيمين,registr domovského umístěníHLR,"Heimat-Ortsregister, n",home location registerHLR (abbreviation),registro de localización de abonados (HLR),kotirekisteri,"enregistreur de localisation nominal, mHLR  (abréviation) m",HLR (acronimo)registro posizione abbonato,"ホーム位置登録装置HLR, （略語）",홈 위치 등록기에이치엘아르,rejestr stacji abonentów macierzystych,registador de localização nominal,hemmaregister,归属位置寄存器HLR
713-03-37,visitor location register,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-37,مسجل بيانات الزائرين,registr umístění návštěvníkůVLR,"Besucher-Ortsregister, n",visitor location registerVLR  (abbreviation),registro de localización de visitantes (VLR)VLR (abreviatura),vierailijarekisteri,"enregistreur de localisation des visiteurs, mVLR  (abréviation) m",VLR (acronimo)registro posizione ospite,"ビジタ位置登録装置VLR, （略語）",방문자 위치 등록기브이엘아르,rejestr stacji abonentów przyjezdnych,registador de localização de visitantes,besöksregister,拜访位置寄存器VLR
713-03-38,trunked system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-38,نظام متعدد القنوات بانتقاء أوتوماتيكي,svazkový systém,"Gemeinschaftsnetz, n",trunked system,sistema de truncado,jaettu radioverkko,"réseau (radioélectrique) à ressources partagées, mréseau partagé, m3RP (abréviation) m","sistema ""trunked""",トランクドシステム,주파수 공용 시스템,system dyspozytorski zbiorczy,rede (radioeléctrica) de recursos partilhadosrede partilhada,trunksystem,集群系统
713-03-39,dispatch system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-39,نظام تحكم في التشغيل,odbavovací systém,"Flottendispatchernetz, n",dispatch system,red privada de telecomunicaciones móviles,ajoneuvoryhmän johtamisjärjestelmäajoneuvoryhmän radiojohtamisjärjestelmä,"radiogestion (d'une flotte de véhicules), f",radiogestione,ディスパッチシステム,급전 시스템,system dyspozytorski,radiogestão (de uma frota de veículos),radiodirigeringssystem,调度系统
713-03-40,radio paging,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-40,استدعاء راديوي,rádiový pagingrádiové vyhledávání,"Funkrufdienst, m",radio paging,radiollamada,radiohaku,"radioappel, m",cercapersone (radio paging),無線呼出し,무선 호출,przywołanie radiowe,radiochamada,personsökning,无线电寻呼
713-03-41,tone paging,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-41,استدعاء بالنغمة,tónový paging,"Funk-Anklopfruf, m",tone paging,radiobúsqueda,äänihaku,"radiorecherche (de personne), f",cercapersone a toni,トーン形無線呼出し,음조 페이징음조 무선호출,przywołanie dźwiękowe,radioprocura (de pessoas),tonsökning,声音寻呼
713-03-42,radio display paging,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-42,استدعاء راديوي بالعرض,alfanumerický rádiový paging,"alphanumerischer Funkrufdienst, m",radio display paging,radiomensajería (unidireccional),näyttöhaku,"radiomessagerie (unilatérale), fradiomessagerie (unidirectionnelle), f",cercapersone con visualizzatore,ディスプレイ形無線呼出し,무선 표시 페이징,przywołanie alfanumeryczne przywołanie tekstowe,radiomensagem (unidireccional),personsökning med kortmeddelande,无线电显示寻呼
713-03-43,two-way paging,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-43,استدعاء في اتجاهين,obousměrný paging,"beidseitig gerichteter Funkrufdienst, m",two-way pagingtwo-way messaging,radiomensajería (bidireccional),kaksisuuntainen näyttöhaku,"radiomessagerie bilatérale, fradiomessagerie bidirectionnelle, f",cercapersone bidirezionali,双方向無線呼出し双方向メッセージ伝送,양방향 페이징양방향 메시징,przywołanie dwukierunkowe,radiomensagem bidireccional,kortmeddelanderadio,双向寻呼
713-03-44,radio pager,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-44,مستقبل استدعاء راديوي,rádiový pagerpagingový přijímač,"Funkrufempfänger, m",radio pagerpaging receiver,receptor de radiomensajería,hakuvastaanotin,"radiomessageur, mmessageur, mradiopage , mbip (terme déconseillé dans ce sens) m",ricevitore cercapersone,無線呼出し機無線呼出し受信機,무선 호출기호출 수신기,odbiornik przywoławczy pager,radiomensageirobip (desaconselhado),personsökare,无线电寻呼机寻呼接收机
713-03-45,polling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-45,استفهام مسبق,systém výzevpolling,"Sendeaufruf, m",polling,interrogación secuencial,kiertokysely,"invitation à émettre, f",interrogazione,ポーリング,개별 요청폴링,wybieranie sekwencyjne,sondagem,avfrågning,轮询
713-03-46,selecting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-46,انتقاء,výzva k příjmuvolba,"Empfangsaufruf, m",selecting,sistema de aviso secuencial,vastaanottopyynnön lähetys,"invitation à recevoir, f",selezione,セレクティング,선택,wybieranie selektywne,selecção,selektering,选择
713-03-47,selective calling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-47,مناداة انتقائية,selektivní volání,"selektiver Ruf, <im Funkverkehr> m",selective calling,Llamada selectiva,selektiivikutsu,appel sélectif (en radiocommunication) m,chiamata selettiva,選択呼出し,선택 호출,wywołanie selektywne,chamada selectiva,selektivt anrop,选择性呼叫
713-03-48,scanning (of RF channels),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-03-48,مسح(لقنوات التردد الراديوي),"prohledávání, <RF kanálů>","Abtastung, <von Radiofrequenzkanälen> f",scanning (of RF channels),explotación (de canales radioeléctricos),kanavanhaku,exploration (de canaux radioélectriques) f,scansione (di canali radio),"走査, <無線周波チャネルの>","주사, <무선 주파수 채널>",przeszukiwanie,exploração (de canais radioeléctricos),kanalsökning,"扫描, <射频信道的>"
713-04-01,radiodetermination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-04-01,تحديد راديوي,rádiové určování,"Funkbestimmung, f",radiodetermination,radiodeterminación,radiomääritys,"radiorepérage, m",radiodeterminazione,無線測位,무선 측위,określanie radiowe parametrów obiektu,radiodeterminação,radiobestämning,无线电测定
713-04-02,radionavigation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-04-02,ملاحة راديوية,radionavigacerádiová navigace,"Funknavigation, f",radionavigation,radionavegación,radionavigointi,"radionavigation, f",radionavigazione,無線航法,무선항행,radionawigacja,radionavegação,radionavigering,无线电导航
713-04-03,radiolocation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-04-03,تعيين موقع بالراديو,radiolokace,"Funkortung, f",radiolocation,radiolocalización,radiopaikannus,"radiolocalisation, f",radiolocalizzazione,無線標定,무선 측위무선 표정,radionamiernik,radiolocalização,radiolokalisering,无线电定位
713-04-04,radio direction-finding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-04-04,تحديد زاوية الاتجاه بالراديو,radiogoniometrierádiové zaměřování,"Funkpeilung, f",radio direction-finding,radiogonometría,radiosuunninta,"radiogoniométrie, f",radiogoniometro,無線方向探知,전파방향탐지,radiogoniometria,radiogoniometria,radiopejling,无线电定向
713-04-05,radio beacon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-04-05,منارة راديوية,radiomaják,"Funkfeuer, nFunkbake, f",radio beacon,radiobaliza,radiomajakka,"radiophare, m",radiofaro,無線標識,무선표지,stacja radiowa,radiofarol,radiofyr,无线电信标
713-04-06,low-power beacon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-04-06,منارة منخفضة القدرة,nízkovýkonový maják,"Nahbereichsfunkfeuer, n",low-power beacon,radiobaliza de baja potencia,radiopoiju,radiobalise (de radionavigation) f,faro di debole potenza,低電力無線標識,저전력 무선 표지,stacja radiowa małej mocy,radiobaliza (de radionavegação),kortdistans radiofyr,低功率信标
713-04-07,hyperbolic radionavigation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-04-07,ملاحة راديوية زائدية,hyperbolická radionavigace,"Hyperbel-Funknavigation, f",hyperbolic radionavigation,radionavegación hiperbólica,hyperbelinavigointi,"radionavigation hyperbolique, f",radionavigazione iperbolica,双曲線無線航法,쌍곡선 무선 항행,nawigacja hiperboliczna,radionavegação hiperbólica,hyperbelnavigering,双曲线无线电导航
713-04-08,marker beacon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-04-08,منارة دليليه,značkovací majákrádiové návěstidlo,"Markierungsfunkfeuer, n",marker beacon,marcador de baliza,merkkimajakka,"radioborne, f",faro di segnalazione,マーカビーコン,마커 표지,nadajnik sygnałów markerów dla radionawigacji,radiobaliza,markeringsfyr,指点信标
