term_id,term,term_url,ar,cs,de,en,es,fr,it,ja,ko,mn,pl,pt,sr,sv,zh
212-18-06,fire point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-06,نقطة الاشتعال,bod hoření,"Brennpunkt, m",fire point,punto de combustión,"point de feu, m",,熱焼点,연소점,ноцох температур,temperatura zapłonu (2) (cieczy),ponto de fogo,"тачка горења, ж јд",antändningstemperatur,燃点
212-18-07,auto-ignition temperature,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-07,درجة حرارة الاشتعال الذاتى,teplota samovznícení,"Selbstentzündungstemperatur, f",auto-ignition temperature,temperatura de auto-ignición,"température d’auto-inflammation, f",,自然発火温度,자동 점화 온도,өөрөө асах температур,temperatura samozapłonu,temperatura de auto-ignição,"тачка самозапаљења, ж јд",tändtemperatur,自燃温度
212-18-08,pour point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-08,نقطة الانصباب,bod tečení,"Pourpoint, mFließpunkt, f",pour point,punto de fluidez crítica,"point d’écoulement, m",,流動点,유동점,царцалтын температур,temperatura płynności,ponto de fluxão,"тачка течења, ж јд",flytpunkt,倾点
212-18-09,cloud point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-09,نقطة التسحب,bod zakalení,"Cloudpunkt, mTrübungspunkt, n",cloud point,punto de enturbiamiento (niebla),"point de trouble, m",,曇り点,흐림 점,манантах температур,temperatura zmętnienia,ponto de turvação,"тачка замућења, ж јд",grumlingspunkt,浊点
212-18-10,interfacial tension,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-10,توتر سطحي,napětí na rozhraní,"Grenzflächenspannung, f",interfacial tension,tensión interfacial,"tension interfaciale, f",,界面張力,계면장력,харилцах гадаргуугийн таталтын хүч,napięcie powierzchnio­we,tensão interfacial,"међуповршински напон, м јд",gränsytspänning,界面张力
212-18-11,dew point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-11,نقطة الندى,rosný bod,"Taupunkt, m",dew point,punto de rocío,"point de rosée, m",,露点,이슬점,шүүдрийн цэг,punkt rosytemperatura rosy,ponto de orvalho,"тачка рошења, ж јд",daggpunkt,露点
212-18-12,condensation temperature,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-12,درجة حرارة التكاثف,kondenzační teplotateplota kondenzace,"Kondensationstemperatur, f",condensation temperature,temperatura de condensación,"température de condensation, f",,凝縮温度,액화 온도,конденсацын температур,temperatura skraplania,temperatura de condensação,"температура кондензације, ж јд",kondensationstemperatur,凝结温度
212-18-13,condensation pressure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-13,ضغط التكثيف,kondenzační tlak,"Kondensationsdruck, m",condensation pressure,punto de condensación,"point de condensation, m",,凝縮圧力,액화 압력,конденсацын даралт,ciśnienie skraplania,pressão de condensação,"притисак кондензације, м јд",kondensationstryck,凝结压力
212-18-14,aniline point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-14,نقطة الانيلين,anilínový bod,"Anilinpunkt, m",aniline point,punto de anilina,"point d'aniline, m",,アニリン点,아닐린 점,анилины цэг,punkt anilinowy,ponto de anilina,"анилинска тачка, ж јд",anilinpunkt,苯胺点
212-18-15,acid number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-15,رقم حمضيدرجة التعادل,číslo kyselostineutralizační hodnota,"Säurezahl, fNeutralisationsindex, m",acid numberneutralization value,índice de acidez; índice de neutralización,"indice d’acide, mindice de neutralisation, m",,酸価,산값,хүчлийн тоосаармагжуулалтын утга,liczba kwasowaliczba zobojętnienia,índice de acidez,"киселински број, м јднеутрализациони број, м јд","syratal, neutralizations-värde",酸值中和值
212-18-16,saponification number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-16,رقم التصبن,číslo zmýdelnění,"Verseifungszahl, f",saponification number,índice de saponificación,"indice de saponification, m",,鹸化価けん化価,비누화 값,саванжилтын тоо,liczba zmydlenia,índice de saponificação,"сапонификациони број, м јд",förtvålningstal,皂化值
212-18-17,sludge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-17,طين – شوائب – وحل,kalusazenina,"Schlamm, m",sludge,lodo,"boues, f pl",,不純物スラッジ,슬러지,буртаг,szlam,lamas,"талог, м јд",slam,油泥
212-18-18,oxidation stability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-18,استقرار التأكسد,oxidační stabilita,"Oxidationsstabilität, f",oxidation stability,estabilidad a la oxidación,"stabilité à l’oxydation, f",,酸化安定性,산화 안정성,исэлдэх урвалыг тэсвэрлэх чадвар,odporność na utlenianie,estabilidade de oxidação,"оксидациона стабилност, ж јд",oxidationsstabilitet,氧化稳定性
212-18-19,induction period,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-19,فترة الحث,indukční doba,"Induktionsdauer, f",induction period,periodo de inducción,"période d’induction, f",,誘導期,유도 주기,оршил хугацаа,okres indukcyjny,período de indução,"индукциони период, м јд",induktionstid,诱导期
212-18-20,corrosive sulphur,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-20,كبريت مسبب للتآكل,korozivní síra,"korrosiver Schwefel, m",corrosive sulphur,azufre corrosivo,"soufre corrosif, m",,腐食性硫黄,부식성 황,зэврүүлэгч хүхэр,siarka korozyjna,enxofre corrosivo,"корозивни сумпор, м јд",korrosivt svavel,腐蚀性硫
212-18-21,hydrolyzable chlorine (in askarels),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-21,قابلية التحلل بالماء للكلور,"hydrolyzovatelný chlor, <v askarelech>","hydrolysierbares Chlor (in Askarelen), n",hydrolyzable chlorine (in askarels),cloruros hidrolizables (contenido de) (en los askareles),chlore hydrolysable (dans les askarels) m,,"加水分解性塩素, <アスカレル中の>","가수분해성 염소, <아스카렐>","гидролизд ордог хлор, <аскарел дахь>",związki chlorków ulegające hydrolizie (w askarelach),cloro hidrolizável (num askarel),"хидролизабилни хлор, <у аскарелима> м јд",hydrolysbart klor,"水解氯, <氯代联苯的>"
212-18-22,scavenger equivalent  (of askarel),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-22,المكافئ الكاسح (للاسكاريل),"čisticí ekvivalent, <askarelu>","Scavenger-Äquivalent (eines Askarels), n",scavenger equivalent  (of askarel),equivalente de depurador (de askarel),équivalent d’épurateur (d’askarel) m,,"捕捉当量, <アスカレルの>","스캐빈저 당량, <아스카렐>","цэвэршүүлэгчийн эквивалент, <аскарелын>",równoważnik chemiczny (askareli),equivalente de depurador (de askarel),"еквивалент стабилизатора, <у аскарелима> м јд",…,"净化剂当量, <氯代联苯的>"
212-18-23,gassing (under electric stress),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-23,التحول الى غاز (تحت الضغط الكهربائي),"plynování, <při elektrickém namáhání>","Gasen (unter elektrischer Beanspruchung), n",gassing (under electric stress),gasificación (bajo solicitación eléctrica),gazéification (sous contrainte électrique) fgassing (sous contrainte électrique) m,,ガス吸収性,"기화, <전기 응력>","хийжих үзэгдэл, <цахилгааны механик хүчдэлтэй байх үеийн>",gazowanie (przy naprężeniu elektrycznym),gasificação (sob esforço eléctrico),"газирање, <под електричним напрезањем> с јдгасирање, с јд",gasning,"析气, <电场中>"
212-18-24,gas formation (by insulating liquid),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-24,تكوّن الغاز,"tvorba plynu, <u elektroizolační kapaliny>","Gasbildung (durch eine Isolierflüssigkeit), f",gas formation (by insulating liquid),formación de gas (por un aislante líquido),formation de gaz (par un isolant liquide) f,,"ガス発生, <絶遠液による>",기체 형성,"хий бий болох, <тусгаарлагч шингэнд>",tworzenie się gazu (w cieczy izolacyjnej),formação de gás (por um isolante líquido),"формирање гаса, <од изолационих течности> с јд",gasbildning,"气体形成, <绝缘液体的>"
212-18-25,gas release (by insulating liquid),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-25,اطلاق الغاز,"uvolnění plynu, <z elektroizolační kapaliny>odplynění","Entgasen (durch eine Isolierflüssigkeit), n",gas release (by insulating liquid),desprendimiento de gas (por un aislante líquido),dégagement de gaz (par un isolant liquide) m,,"ガス放出, <絶遠液による>","기체 방출, <절연액>","хий гарах, <тусгаарлагч шингэнээс>",wydzielanie się gazu (z cieczy izolacyjnej),libertação de gás (por um isolante líquido),"ослобађање гаса, <из изолационих течности> с јд",gasutveckling,"气体释放, <绝缘液体的>"
212-18-26,gas-absorbing (insulating) liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-26,سائل ممتص للغازات,(elektroizolační) kapalina absorbující plyn,"gasabsorbierende Isolierflüssigkeit, f",gas-absorbing (insulating) liquid,líquido (aislante) absorbedor de gas,"(isolant) liquide absorbeur de gaz, m",,ガス吸収性液体,기체흡수 절연 액,хий шингээдэг тусгаарлагч шингэн,ciecz izolacyjna absorbująca gaz (w warunkach znormalizowanych),(isolante) líquido absorvedor de gás,"изолациона течност која апсорбује гас, ж јд",gasabsorberande (isoler)vätska,吸气性绝缘液体吸气性液体
212-18-27,gas-evolving (insulating) liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-27,سائل باعث للغازات,(elektroizolační) kapalina uvolňující plyn,"gasbildende Isolierflüssigkeit, f",gas-evolving (insulating) liquid,líquido (aislante) emisor de gas,"(isolant) liquide émetteur de gaz, m",,ガス発生性液体,기체 발생 절연액,хий ялгаруулдаг тусгаарлагч шингэн,ciecz izolacyjna wydzielająca gaz (w warunkach znormalizowanych),(isolante) líquido emissor de gás,"изолациона течност која ослобађа гас, ж јд",gasutvecklande (isoler)vätska,放气性绝缘液体放气性液体
212-18-28,carbon-type analysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-28,تحليل نوع الكربون,uhlíková analýza,"Kohlenstoffanalyse, f",carbon-type analysis,análisis de tipo carbono,"analyse de type carbone, f",,炭素型分析カーボンタイプ分析カーボンタイプ比,탄소형 분석,нүүрстөрөгч-төрлийн дүн шинжилгээ,analiza składu grupowego węgla (w oleju),análise de tipo carbono,"анализа типа угљеника, ж јд",kolbindnings analys,碳型分析
212-18-29,aromatic carbon content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-29,محتوى الكربون العطري,obsah aromatického uhlíku,"Gehalt an aromatischem Kohlenstoff, m",aromatic carbon content,contenido en carbono aromático,"teneur en carbone aromatique, f",,芳香族炭素含有量,방향족 탄소 함유량,ароматик нүүрстөрөгчийн хувь хэмжээ,zawartość węgla w związkach aromatycznych,conteúdo em carbono aromático,"садржај ароматичних угљеника, м јд",halt av aromatiskt kol,芳香碳含量
212-18-30,aromatic hydrocarbon content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-30,محتوى هيدروكربونات العطرية,obsah aromatického uhlovodíku,"Gehalt an aromatischen Kohlenwasserstoffen, m",aromatic hydrocarbon content,contenido en hidrocarburos aromáticos,"teneur en hydrocarbures aromatiques, f",,芳香族炭化水素含有量,방향족 탄화 수소 함유량,ароматик нүүрсустөрөгчийн хувь хэмжээ,zawartość węglowodorów aromatycznych,conteúdo em hidrocarnonetos aromáticos,"садржај ароматичних угљоводоника, м јд",halt av aromatiska kolväten,芳香烃含量
212-18-31,free gases,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-31,غازات حرة,volné plyny,"freie Gase, n, pl",free gases,gases libres,"gaz libres, m pl",,電気生成ガス,자유 기체,чөлөөт хий,gazy wolne,gases livres,"слободни гасови, м мн",fria gaser,游离气体
212-18-32,headspace analysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-32,تحليل بطريقة الفراغ العلوى,headspace analýzaanalýza horní části nádrže,"Headspace-Analyse, f",headspace analysis,análisis del espacio de cabeza,"analyse de l’espace de tête, f",,ヘッドスペース分析,윗 공간 분석,чөлөөт зайны дүн шинжилгээ,analiza fazy gazowej nad cieczą,análise do espaço de cabeça,"анализа површинског гаса, ж јд",…,顶空分析
212-18-33,particle count,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-33,إحصاء جزئى,počet částic,"Teilchenzahl, f",particle count,cuenta de partículas,"compte de particules, m",,粒子数,입자수,тоосонцрын тоо,liczba cząstek stałych (w zawiesinie),contagem de partículas,"број честица, м јд",partikelräkning,颗粒计数
212-18-34,refractive index,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-34,دليل الإنكسار,index lomu,"Brechzahl, f",refractive index,índice de refracción,"indice de réfraction, m",,屈折率,굴절 지수,хугарлын индекс,współczynnik załamania światła,índice de refracção,"индекс рефракције, м јдиндекс преламања, м јд",brytningindex,折射率
212-18-35,non-invasive testing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-35,الإختبار الغير متداخّل,neinvazivní zkoušení,"nichtbelastende Prüfung, f",non-invasive testing,ensayos no invasivos,"essais non-invasifs, m pl",,非侵入試験,비 침입 시험,түрэмгий бус туршилт,próba nieniszcząca,ensaios não invasivos,"неинвазивно испитивање, с јд",icke förstörande provning,无损检验
212-18-36,aquatic toxicity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-36,سموم مائية,vodní toxicita,"Wassertoxizität, f",aquatic toxicity,toxicidad acuática,"toxicité aquatique, f",,水生毒性,수생 독성,усны амьтдад нөлөөлөх хорт чанар,toksyczność wody,toxicidade aquática,"токсичност за водену средину, ж јд",giftighet i vattensystem,水生生物毒性
212-18-37,acidity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-37,حموضة,kyselostacidita,"Säuregehalt, m",acidity,acidez,"acidité, f",,酸性度,산성도,хүчиллэг чанар,kwasowość,acidez,"киселост, ж јд",surhetsgrad,酸度
212-18-38,gas content (of an insulating liquid),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-38,محتوى الغاز قي سائل عازل,"obsah plynu, <v elektroizolační kapalině>","Gasgehalt (einer Isolierflüssigkeit), m",gas content (of an insulating liquid),contenido en gas (de un aislante liquido),teneur en gaz (d’un isolant liquide) f,,"ガス含有量, <絶遠液の>","기체 함유량, <절연액>","хийн эзлэх хувь, <тусгаарлагын шингэн дэх>",zawartość gazów (w cieczy izolacyjnej),conteúdo de gás (de um isolante líquido),"садржај гаса, <у изолационој течности> м јд",gashalt,"气体含量, <绝缘液体的>"
212-19-01,acid treatment (of mineral oil),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-19-01,معالجة حمضية,"čištění kyselinou, <minerálního oleje>","Säurebehandlung (eines Mineralöls), f",acid treatment (of mineral oil),tratamiento al ácido (de un aceite mineral),"traitement à l’acide (de l’huile minérale), m",,"酸処理, <鉱物油の>","산 처리, <광물액>","хүчлээр боловсруулах үйлдэл, <эрдсэн тосыг>",obróbka kwasowa (oleju mineralnego),tratamento com ácido (do óleo mineral),"обрада киселином, <минералног уља> ж јд",syraraffinering,"酸处理, <矿物油的>"
212-19-02,hydrogen treatment (of mineral oil feedstock),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-19-02,معالجة هيدروجينية,"hydrogenace, <suroviny minerálního oleje>","Hydrierung (eines Minerals), f",hydrogen treatment (of mineral oil feedstock),hidrogenación,traitement à l’hydrogène (du stock d’alimentation en huile minérale) m,,"水素化処理, <鉱物油原料の>","수소화 처리, <광물유 원료>","устөрөгчөөр боловсруулах үйлдэл, <эрдсэн тосны түүхий эдийг>",proces rafinacji wodorowej (oleju mineralnego),tratamento com hidrogénio (da armazenagem de alimentação em óleo mineral),"обрада водоником, <сировог минералног уља> ж јд",väteraffinering,"氢化处理, <矿物油原料>"
212-19-03,reconditioning,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-19-03,اعادة المعالجة,mechanické čištěníregenerace,"Wiederaufbereitung, f",reconditioning,reacondicionamiento,"retraitement, m",,再コンディショニング,재처리,дахин нөхцөлдүүлэлт,oczyszczanie mechaniczne,recondicionamento,"рекондиционирање, с јд",mekanisk rening,再处理
212-19-04,re-refining,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-19-04,اعادة التكرير,opakované čištění,"Zweitraffination, f",re-refining,refino de aceite usado,"reraffinage, m",,再精製,재정제,дахин боловсруулалт,rafinacja wtórna,rerrefinação,"рерафинација, ж јд",omraffinering,再精制
212-19-05,solid adsorbent treatment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-19-05,معالجة بالماصات الصلبة,úprava pomocí pevného adsorbentu,"Behandlung mit festen Adsorptionsmitteln, f",solid adsorbent treatment,traamiento por sólidos adsorbentes,"traitement au solide adsorbant, m",,固体吸着処理,고체 흡착 처리,хатуу бодисыг гадаргуу дээрээ тогтоодог бодисоор боловсруулах үйлдэл,obróbka adsorbentem stałym,tratamento com adsorventes sólidos,"обрада чврстим адсорбентима, ж јд",adsorptionsrening,固体吸附剂处理
212-19-06,vacuum treatment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-19-06,معالجة في الفراغ,vakuová úprava,"Vakuumbehandlung, f",vacuum treatment,tratamiento al vacío,"traitement sous vide, m",,真空処理,진공 처리,вакуумаар боловсруулах үйлдэл,oczyszczanie próżniowe,tratamento por vácuo,"вакуумска обрада, ж јд",vacuumbehandling,真空处理
212-19-07,dehalogenation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-19-07,فصل الهالوجينات,dehalogenace,"Enthalogenierung, f",dehalogenation,deshalogenación,"déhalogénation, f",,脱ハロゲン化,탈할로겐화,галогенгүй болгох,dehalogenacja (usuwanie atomów chlorowców),deshalogenação,"дехалогенизација, ж јд",avhalogenisering,脱卤
212-19-08,percolation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-19-08,مرشح أو متخلل,filtrováníperkolace,"Perkolation, f",percolation,percolación,"percolation, f",,濾過,여과,шүүрэлт,perkolacjaoczyszczanie przez zraszanie,percolação,"перколација, ж јд",perkolation,渗滤
