term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,zh
351-43-20,"configure, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-43-20,"يشكل, فعل",konfigurovat,"konfigurieren, Verb","configure, verb","configurar, verbo",konfiguroida,"configurer, verbe",configurare,"割り付ける, 動詞","할당하다, 동사",konfigurować,"configurar, verbo","配置, 动词组态, 动词"
351-43-21,"parameterize, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-43-21,"يضع قيمة للعوامل, فعل",parametrizovat,"parametrieren, Verb","parameterize, verb","parametrizar, verbo",parametrisoida,"paramétrer, verbe","parametrizzare, verbo","パラメタを設定する, 動詞","매개변수를 설정하다, 동사",parametryzować,"parametrizar, verbo","参数化, 动词"
351-43-22,"automate, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-43-22,"يحول للعمل آليا, فعل",automatizovat,"automatisieren, Verb","automate, verb","automatizar, verbo",automatisoida,"automatiser, verbe",automatizzare,"自動化する, 動詞","자동화하다, 동사",automatyzować,"automatizar, verbo","自动化, 动词"
351-43-23,"acknowledge, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-43-23,"يقر, فعل",potvrdit,"quittieren, Verb","acknowledge, verb","acusar recibo, verbo",kuitata,"valider, verbe","identificare, verboriconosceredare ricevuta","確認する, 動詞","확인하다, 동사",potwierdzać,"validar, verbo","确认, 动词"
351-43-24,"operate, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-43-24,"يشغل, فعل",pracovat,"betreiben, Verbbedienen, Verb","operate, verb","operar, verbo",operoida,"exploiter, verbe","operare, verbofar funzionare","運転する, 動詞","작동하다, 동사운전하다, 동사",sterowaćobsługiwać,"operar, verbo","操作, 动词"
351-44-01,functional diagram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-01,رسم تخطيطى وظيفىمخطط وظيفى,funkční schémafunkční diagram,"Wirkungsplan, m",functional diagram,"diagrama funcional, m",toimintakaavio,"schéma fonctionnel, m",schema funzionale,機能線図,기능 관계도기능도,diagram funkcjonalnyschemat funkcjonalny blokowy,esquema funcional,功能图
351-44-02,functional block,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-02,إطار وظيفى,funkční blok,"Block im Wirkungsplan, mBlock, m",functional block,"bloque funcional, m",toimilohko,"bloc fonctionnel, m",blocco funzionale,機能ブロック,기능 블록,blok funkcjonalny,bloco funcional,功能块
351-44-03,action path,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-03,مسار فعل,funkční cesta,"Wirkungsweg, m",action path,"camino de la acción, m",vaikutustie,"chemin de l'action, m",percorso d’azione,動作路,동작 경로영향 경로,ścieżka działania,percurso de ação,作用通路
351-44-04,action line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-04,خط فعل,funkční spoj,"Wirkungslinie, f",action line,"línea de acción, f",toimintaviiva,"ligne d'action, f",linea d’azione,動作線,동작선,linia działania,linha de ação,作用连线
351-44-05,direction of action,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-05,إتجاه الفعل,směr akce,"Wirkungsrichtung, f",direction of action,"sentido de la acción, m",vaikutussuunta,"sens de l'action, m",direzione d’azione,動作方向,동작방향,kierunek działania,sentido de ação,作用方向
351-44-06,summing point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-06,نقطة تجميع,sumační bod,"Additionsstelle im Wirkungsplan, fAdditionsstelle, f",summing point,"punto de suma, m",summauspiste,"point de sommation, m",punto di somma,加え合せ点,합산점,węzeł sumujący,ponto somador,相加点
351-44-07,branching point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-07,نقطة تفريع,bod větvení,"Verzweigungsstelle im Wirkungsplan, fVerzweigungsstelle, f",branching point,"punto de ramificación, m",haarautumispiste,"point de branchement, m",punto di diramazione,分岐点,분기점,węzeł rozgałęźny,ponto ramificador,分支点
351-44-08,serial structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-08,هيكل متتالىهيكل متسلسل,sériová strukturařetězová struktura,"Reihenstruktur im Wirkungsplan, fReihenstruktur, f",serial structurechain structure,"estructura en serie, f",sarjarakenneketjurakenne,"structure de série, fstructure de chaîne, f",struttura seriale,チェイン構造,직렬구조체인구조,struktura szeregowastruktura łańcuchowa,estrutura em sérieestrutura em cadeia,串行结构链状结构
351-44-09,parallel structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-09,هيكل متوازى,paralelní struktura,"Parallelstruktur im Wirkungsplan, fParallelstruktur, f",parallel structure,"estructura en paralelo, f",rinnakkaisrakenne,"structure parallèle, f",struttura parallela,並列構造,병렬 구조,struktura równoległa,estrutura paralela,并行结构
351-44-10,loop structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-44-10,هيكل حلقى,uspořádání ve smyčce,"Kreisstruktur im Wirkungsplan, fKreisstruktur, f",loop structure,"estructura en bucle, f",silmukkarakenne,"structure de boucle, f",struttura ad anello,ループ構造,고리 구조루프 구조,struktura pętlowa,estrutura em anel,环形结构
351-45-01,principle of superposition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-01,مبدأ التطابق,princip superpozice,"Überlagerungsprinzip, n",principle of superposition,"principio de superposición, m",superpositioperiaate,"principe de superposition, m",principio di sovrapposizione,重畳則,중첩 원리,zasada superpozycji,princípio da sobreposição,叠加原理
351-45-02,principle of shifting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-02,مبدأ الترحيل,princip posunu,"Verschiebungsprinzip, n",principle of shifting,"principio de invarianza en el tiempo, m",siirtämisperiaate,"principe de décalage, m",principio di traslazione,推移則,시프팅 원칙이동 원칙,zasada przesunięcia,princípio de deslocamento,移位原理
351-45-03,transfer element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-03,عنصر تحويل,přenosový prvek,"Übertragungsglied, n",transfer element,"elemento de transferencia, m",siirtoelementti,"élément de transfert, m",elemento di trasferimento,伝達要素,전달 요소,człon funkcjonalnyelement funkcjonalny,elemento de transferência,传递元件
351-45-04,linear transfer element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-04,عنصر تحويل خطى,lineární přenosový prvek,"lineares Übertragungsglied, n",linear transfer element,"elemento de transferencia lineal, m",lineaarinen siirtoelementti,"élément de transfert linéaire, m",elemento di trasferimento lineare,線形伝達要素,선형 전달 요소,człon funkcjonalny liniowyelement funkcjonalny liniowy,elemento de transferência linear,线性传递元件
351-45-05,time-invariant transfer element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-05,عنصر تحويل زمنى ثابت,časově invariantní přenosový prvek,"zeitinvariantes Übertragungsglied, n",time-invariant transfer element,"elemento de transferencia invariante en el tiempo, m",aikariippumaton siirtoelementti,"élément de transfert invariant dans le temps, m",elemento di trasferimento invariante nel tempo,時不変伝達,시불변 전달 요소,człon funkcjonalny niezmienny w czasieelement funkcjonalny niezmienny w czasie,elemento de transferência invariante no tempo,时不变传递元件
351-45-06,distributed-parameter transfer element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-06,عنصر تحويل لمتغير  موزع,přenosový prvek s distribuovanými parametry,"Übertragungsglied mit verteilten Parametern, n",distributed-parameter transfer element,"elemento de transferencia de parámetros distribuidos, m",hajautettujen parametrien siirtoelementti,"élément de transfert à paramètres répartis, m",elemento di trasferimento a parametri distribuiti,分布定数伝達要素,분포정수 전달 요소,człon funkcjonalny o parametrach rozproszonychelement funkcjonalny o parametrach rozproszonych,elemento de transferência de parâmetros distribuídos,分布参数传递元件
351-45-07,identification of a system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-07,تعريف للنظام,identifikace systémuidentifikace,"Identifikation eines Systems, fIdentifikation, f",identification of a systemidentification,"identificación de un sistema, fidentificación, f",järjestelmän yksilöintiyksilöinti,"identification d'un système, fidentification, f",identificazione di un sistema,システムの同定,시스템 식별,identyfikacja systemuidentyfikacja,identificação de um sistemaidentificação,系统辨识辨识
351-45-08,transient behaviour,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-08,أداء عابر,přechodové chování,"Übergangsverhalten, n",transient behaviour,"comportamiento transitorio, m",muutosilmiö,"régime transitoire, m",comportamento transitorio,過渡挙動,과도 행동,stan przejściowy,regime transitório,瞬态
351-45-09,time response,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-09,زمن إستجابة,časová odezva,"Zeitverhalten, n",time response,"respuesta temporal, f",aikavaste,"réponse temporelle, f",risposta temporale,時間応答,시간 응답,odpowiedź czasowa,resposta temporal,时间响应
351-45-10,steady state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-10,حالة إستقرار,ustálený stav,"Beharrungszustand, m",steady state,"régimen permanente, m",vakaa tila,"régime établi, m",regime permanente,定常状態,정상 상태,stan ustalony,regime permanente,稳态
351-45-11,characteristic curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-11,منحنى خصائص,charakteristická křivka,"Kennlinie, f",characteristic curve,"característica estática, f",ominaiskäyrä,"courbe caractéristique, f",curva caratteristica,特性曲線,특성 곡선,charakterystyka statyczna,curva caraterística,特性曲线
351-45-12,operating point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-12,نقطة تشغيل,pracovní bod,"Arbeitspunkt, m",operating point,"punto de funcionamiento, m",toimintapiste,"point de fonctionnement, m",punto di funzionamento,動作点,동작점,punkt pracy,ponto de funcionamento,工作点
351-45-13,saturation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-13,تشبع,saturacenasycení,"Sättigung, f",saturation,"saturación, f",kyllästyminen,"saturation, f",saturazione,飽和,포화,nasycenie,saturação,饱和
351-45-14,limitation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-14,تحديد,limitaceomezení,"Begrenzung, f",limitation,"limitación, f",rajoitus,"limitation, f",limitazione,制限,한계,ograniczenie,limitação,限幅
351-45-15,dead band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-15,نطاق عدم الاستجابةمنطقة عدم الاستجابة,mrtvé pásmomrtvá zóna,"Totzone, f",dead banddead zone,"zona muerta, f",kuollut alue,"zone d'insensibilité, fzone morte, f",zona morta,不感帯,불감대,zakres nieczułościstrefa martwa,zona morta,死区
351-45-16,hysteresis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-16,تخلفية,hystereze,"Hysterese, f",hysteresis,"histéresis, f",hystereesi,"hystérèse, f",isteresi,ヒステリシス,히스테리시스,histereza,histerese,回差
351-45-17,reset windup,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-17,إعادة ضبطتكامل الضبط,integrační nasycení,"Integriersättigung, f",reset windupintegral windup,"crecimiento excesivo de la acción integral, msaturación de la acción integral, f",integrointikyllästys,"saturation d’intégrale, f",saturazione di integrale,リセットワインドアップ,리셋 와인드업적분기 와인드업,nasycenie regulatora w trybie całkowania,saturação de integral,积分饱卷
351-45-18,damping,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-18,إخماد,útlum,"Dämpfung, f",damping,"amortiguamiento, m",vaimennus,"amortissement, m",smorzamento,減衰,감쇠,tłumienie,amortecimento,阻尼
351-45-19,damping ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-19,نسبة إخماد,činitel útlumu,"Dämpfungsgrad, m",damping ratio,"coeficiente de amortiguamiento, m",suhteellinen vaimennus,"taux d'amortissement, m",tasso di smorzamento,減衰率,감쇠비감쇄율,współczynnik tłumienia względny,factor de amortecimento,阻尼比
351-45-20,unit impulse,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-20,نبضة أحادية,jednotkový impulzDirakův impulz,"Einheitsimpuls, mDirac-Impuls, m",unit impulseDirac impulse,"impulso unidad, mimpulso de Dirac, m",yksikköimpulssiDiracin impulssi,"impulsion unité, fimpulsion de Dirac, f",impulso unitario,単位インパルス,단위 임펄스,delta Diracaimpuls Diracaimpuls jednostkowy,impulso unitárioimpulso de Dirac,单位脉冲狄拉克脉冲
351-45-21,unit-step function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-45-21,دالة أحادية الخطوةدالة هيفيسايد,funkce jednotkového skokuHeavisidova funkce,"Einheitssprungfunktion, f",unit-step functionHeaviside function,"función escalón unitario, ffunción de Heaviside, f",yksikköaskelfunktioHeavisiden funktio,"fonction échelon unité, ffonction de Heaviside, f",funzione a gradino unitario,単位ステップ関数,단위 계단 함수,funkcja skokowa Heaviside’askok jednostkowy,função degrau unitáriofunção de Heaviside,单位阶跃函数赫维赛德函数
